task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Client Meeting,Medium,Junior,JavaScript,Medium,10,3,2,20,8,13,False,3,False,4.08333333,0,2,1,0,3.99720833
Testing,Medium,Senior,C++,Medium,4,3,1,8,4,16,False,3,True,3.25,0,3,0,0,2.1140625
Feature Dev,Medium,Senior,Other,Low,13,5,3,26,3,15,True,3,False,4.65,0,3,1,1,5.48474273
Refactoring,Medium,Tech Lead,JavaScript,Critical,4,4,0,8,9,10,False,0,False,1.9375,3,1,0,0,1.36425
Client Meeting,Medium,Junior,Go,Low,4,5,2,8,7,17,True,1,True,3.05,2,2,1,0,2.33536958
Testing,High,Mid,C++,Low,11,2,3,22,1,18,True,3,False,3.625,1,0,1,0,5.98035828
Documentation,Medium,Mid,JavaScript,Low,12,2,1,24,4,13,True,2,True,1.5,2,0,0,0,6.70665188
Deployment,Low,Senior,Python,High,5,2,2,10,5,12,False,1,False,2.375,1,1,0,0,1.942875
Refactoring,Low,Senior,JavaScript,Critical,13,5,0,26,2,14,False,3,True,3.1,3,1,0,1,4.18019332
Client Meeting,Low,Junior,Go,Low,11,2,2,22,7,16,True,0,True,2.375,1,1,0,0,5.31084881
Bug Fix,Medium,Junior,Python,Low,13,5,0,26,6,15,False,0,False,2.9,1,4,0,0,5.4626
Design Review,High,Mid,Other,High,10,3,2,20,5,10,False,2,False,2.66666667,1,2,0,0,4.437
Testing,High,Senior,Go,Critical,1,2,2,2,1,11,False,0,False,1.5,2,0,0,0,0.66215
Deployment,Medium,Junior,Other,Critical,7,5,2,14,3,12,True,1,False,3.95,2,1,1,1,2.3713368
Deployment,High,Senior,C++,Medium,13,2,3,26,8,9,False,2,False,4.5,0,1,1,0,5.6272125
Testing,Low,Tech Lead,Java,Low,11,4,2,22,10,11,False,0,False,3.5,2,1,0,1,4.1178225
Refactoring,High,Senior,Go,Medium,6,2,3,12,9,12,False,1,False,2.375,1,1,0,0,3.2479375
Testing,High,Tech Lead,Other,Critical,11,4,1,22,2,11,False,2,False,3.0,2,1,1,0,4.23751775
Testing,Medium,Tech Lead,Java,High,2,5,2,4,7,14,True,2,False,2.7,3,1,1,0,1.14993742
Refactoring,Low,Junior,Java,Low,4,3,3,8,10,17,True,1,False,2.66666667,1,2,0,0,2.221835
Bug Fix,Medium,Tech Lead,C++,Medium,13,2,0,26,6,15,False,0,False,2.375,1,1,0,0,5.1025
Code Review,Low,Mid,JavaScript,Low,3,2,3,6,10,14,False,2,False,2.375,1,1,0,0,1.86731875
Deployment,Low,Mid,C++,Low,7,3,0,14,10,11,True,3,False,2.66666667,1,2,0,0,3.14853
Refactoring,High,Tech Lead,Other,High,5,3,3,10,3,17,True,3,False,3.5,1,1,1,0,2.58609881
Refactoring,High,Junior,Java,High,4,2,3,8,9,9,False,0,False,2.375,1,1,0,0,2.02235625
Client Meeting,High,Tech Lead,C++,High,10,4,3,20,10,9,True,1,False,3.9375,1,2,0,1,4.17551941
Feature Dev,High,Mid,C++,Medium,3,3,3,6,9,16,True,1,False,2.91666667,2,0,1,0,1.87561019
Feature Dev,High,Mid,Other,Critical,5,3,2,10,8,15,False,0,False,2.91666667,2,0,1,0,2.04544708
Client Meeting,Low,Junior,JavaScript,Medium,13,2,2,26,9,9,True,0,False,2.375,1,1,0,0,5.13095625
Refactoring,Medium,Junior,Go,High,13,4,1,26,2,16,True,0,True,3.0625,3,0,0,1,5.00258563
Deployment,High,Junior,C++,High,4,5,0,8,2,15,True,0,True,3.05,2,2,1,0,1.75789637
Design Review,Medium,Junior,JavaScript,Low,10,5,0,20,6,18,True,1,False,4.3,1,2,1,1,3.8556441
Bug Fix,Medium,Junior,Java,Medium,13,4,3,26,3,16,False,3,False,3.4375,1,2,1,0,5.35667344
Code Review,Medium,Junior,JavaScript,High,7,5,3,14,10,15,True,0,False,1.85,4,1,0,0,3.09428438
Feature Dev,Medium,Senior,JavaScript,Medium,9,4,0,18,7,17,False,0,False,2.375,2,2,0,0,3.5325
Code Review,Medium,Senior,JavaScript,Medium,4,4,0,8,2,10,True,3,True,2.375,2,2,0,0,2.15335313
Bug Fix,Medium,Junior,Go,Low,9,2,0,18,8,15,True,3,False,1.5,2,0,0,0,4.6171125
Code Review,Low,Senior,JavaScript,Low,13,5,1,26,10,10,False,0,False,3.1,3,1,0,1,4.76974575
Documentation,High,Mid,JavaScript,Low,13,4,3,26,10,11,False,0,False,3.4375,1,2,1,0,6.36768928
Feature Dev,Medium,Mid,JavaScript,High,10,5,0,20,4,14,False,0,False,2.2,3,2,0,0,3.564
Feature Dev,High,Senior,Python,Medium,13,2,2,26,7,13,False,2,False,2.375,1,1,0,0,6.3585
Bug Fix,Medium,Senior,Java,Low,12,5,3,24,4,12,False,0,False,4.45,2,0,2,1,4.51013063
Refactoring,Low,Senior,Java,High,8,3,2,16,7,12,True,1,False,2.08333333,2,1,0,0,3.086685
Bug Fix,Medium,Tech Lead,JavaScript,Low,13,5,0,26,10,18,False,1,True,2.2,3,2,0,0,6.34887
Deployment,Medium,Senior,C++,High,2,2,1,4,4,11,False,2,False,1.5,2,0,0,0,1.060875
Testing,Low,Mid,Python,Low,12,3,3,24,1,11,False,0,False,1.5,3,0,0,0,5.378175
Feature Dev,Low,Senior,Java,Critical,10,5,1,20,7,16,False,3,True,2.2,3,2,0,0,3.7488825
Feature Dev,Medium,Senior,JavaScript,Low,10,3,1,20,9,14,True,0,True,4.16666667,1,1,0,1,4.46631041
Bug Fix,Medium,Junior,Python,Critical,11,2,1,22,6,16,True,0,False,1.5,2,0,0,0,4.16239688
Deployment,High,Senior,Go,Medium,2,4,2,4,1,11,False,0,False,2.8125,1,3,0,0,1.1704375
Refactoring,Medium,Junior,Java,Critical,3,4,1,6,1,17,False,1,True,1.9375,3,1,0,0,1.35998672
Feature Dev,High,Mid,C++,Low,9,4,3,18,5,10,False,3,False,3.9375,1,2,0,1,4.61501391
Testing,Medium,Junior,Python,High,2,3,1,4,10,12,True,3,False,4.33333333,1,0,2,0,0.98083125
Documentation,Medium,Mid,Other,Low,10,3,1,20,5,16,False,2,False,2.08333333,2,1,0,0,4.7650625
Bug Fix,Low,Junior,Python,Critical,3,5,0,6,8,15,False,0,False,3.45,2,2,0,1,0.80887275
Client Meeting,Medium,Junior,Other,Critical,8,4,1,16,5,17,False,0,False,3.4375,1,2,1,0,2.56355086
Bug Fix,Medium,Junior,Java,Medium,10,5,2,20,7,10,True,3,False,3.45,2,2,0,1,4.25583375
Bug Fix,High,Mid,Go,Medium,7,5,1,14,9,10,False,2,True,4.8,1,1,2,1,3.0057258
Documentation,Medium,Mid,Other,Medium,7,2,2,14,8,17,True,1,False,3.25,0,2,0,0,3.15
Client Meeting,Low,Tech Lead,Go,Medium,1,3,0,2,9,11,True,2,False,3.58333333,2,0,0,1,0.5143775
Client Meeting,Medium,Tech Lead,C++,Medium,2,2,1,4,3,9,True,2,False,3.625,1,0,1,0,1.07610891
Deployment,High,Tech Lead,C++,Critical,9,5,2,18,9,9,False,1,True,4.8,1,1,2,1,3.24904646
Bug Fix,Medium,Junior,Java,Medium,3,5,2,6,6,11,True,1,False,3.05,2,2,1,0,1.544046
Code Review,High,Tech Lead,Go,Medium,3,2,2,6,6,18,False,0,False,5.75,0,0,2,0,1.34232
Code Review,Low,Tech Lead,Java,Low,5,4,0,10,4,11,True,3,True,3.25,0,4,0,0,2.50129688
Bug Fix,High,Junior,C++,High,3,2,3,6,7,13,False,3,True,2.375,1,1,0,0,2.06916188
Refactoring,Medium,Tech Lead,Java,High,5,3,1,10,3,14,False,1,False,1.5,3,0,0,0,2.075625
Client Meeting,Low,Tech Lead,C++,High,1,4,1,2,3,9,False,1,False,3.5,2,1,0,1,0.5
Refactoring,Low,Mid,Java,Critical,6,4,0,12,6,10,True,1,False,1.9375,3,1,0,0,2.02335328
Deployment,Medium,Mid,Java,Critical,13,4,0,26,8,11,False,0,True,1.9375,3,1,0,0,4.87719375
Documentation,Medium,Junior,Python,High,6,4,0,12,7,12,True,1,True,1.9375,3,1,0,0,2.60687109
Testing,Medium,Junior,Go,Medium,12,5,0,24,8,11,False,1,False,3.1,3,1,0,1,4.398975
Documentation,Low,Junior,C++,Low,7,2,2,14,5,13,False,2,False,3.25,0,2,0,0,3.114375
Feature Dev,High,Junior,JavaScript,Critical,7,5,2,14,9,9,False,1,False,3.55,2,1,2,0,2.66822055
Feature Dev,Low,Tech Lead,Go,Low,5,2,0,10,6,15,True,2,False,2.375,1,1,0,0,2.2666875
Documentation,Low,Tech Lead,C++,High,13,3,3,26,5,13,True,1,True,3.58333333,2,0,0,1,4.75587925
Refactoring,High,Tech Lead,Python,Medium,11,2,1,22,9,13,True,1,False,2.375,1,1,0,0,5.47095938
Testing,Low,Junior,Python,High,11,3,2,22,5,18,True,1,False,2.08333333,2,1,0,0,4.1030325
Bug Fix,High,Junior,Go,Medium,8,2,1,16,2,9,False,3,False,3.625,1,0,1,0,3.68060438
Testing,High,Senior,JavaScript,Low,1,3,0,2,10,18,False,3,True,3.58333333,2,0,0,1,0.80445842
Testing,High,Tech Lead,JavaScript,High,8,2,0,16,7,14,True,3,False,4.5,0,1,1,0,3.19223363
Testing,High,Tech Lead,Other,Critical,13,3,1,26,7,14,True,2,False,2.66666667,1,2,0,0,5.4612075
Design Review,High,Junior,Python,Critical,7,3,0,14,6,13,False,2,False,2.66666667,1,2,0,0,2.8101
Feature Dev,High,Senior,C++,High,1,5,1,2,3,13,True,2,False,3.9,1,2,2,0,0.65116832
Feature Dev,Medium,Junior,Python,High,8,2,2,16,2,11,False,1,False,5.75,0,0,2,0,2.58876
Client Meeting,Medium,Tech Lead,C++,High,8,3,0,16,7,14,False,0,False,4.16666667,1,1,0,1,2.4396
Refactoring,Low,Junior,Go,Medium,6,3,3,12,1,10,True,0,False,2.66666667,1,2,0,0,2.64915
Design Review,Medium,Tech Lead,C++,Critical,4,4,0,8,6,16,False,1,False,1.9375,3,1,0,0,1.44951562
Deployment,Medium,Junior,Other,High,4,3,1,8,4,12,False,3,False,2.66666667,1,2,0,0,1.7835
Client Meeting,Medium,Mid,Java,Critical,13,5,3,26,10,16,True,2,False,3.05,2,2,1,0,4.79860546
Code Review,High,Mid,JavaScript,Medium,3,5,2,6,3,15,False,3,False,3.55,2,1,2,0,1.716957
Client Meeting,Medium,Tech Lead,Java,Critical,11,5,1,22,9,10,True,1,False,2.7,3,1,1,0,3.88472451
Testing,Medium,Tech Lead,Go,Critical,7,3,3,14,1,15,False,2,False,3.5,1,1,1,0,2.63118562
Refactoring,Medium,Mid,Go,Critical,7,5,1,14,3,16,False,0,False,3.75,0,4,1,0,2.21945094
Bug Fix,High,Senior,Other,Low,5,3,0,10,7,18,False,1,False,3.5,1,1,1,0,2.36874
Documentation,High,Senior,Python,High,2,2,2,4,6,11,True,2,True,5.75,0,0,2,0,1.17939591
Feature Dev,High,Mid,Java,Low,13,2,1,26,3,11,False,0,False,3.625,1,0,1,0,6.00927731
Code Review,High,Tech Lead,Go,Low,4,2,0,8,10,15,True,0,False,3.625,1,0,1,0,1.89395168
Refactoring,Medium,Mid,C++,Medium,5,5,2,10,1,9,False,0,False,3.05,2,2,1,0,2.1138725
Deployment,Low,Junior,Go,High,8,5,0,16,6,18,False,2,False,1.85,4,1,0,0,2.79279
Refactoring,Medium,Junior,Other,High,1,4,3,2,5,16,False,0,False,2.375,2,2,0,0,0.75065625
Deployment,High,Senior,Python,Low,4,4,3,8,7,18,True,2,False,3.4375,1,2,1,0,2.58916386
Feature Dev,Medium,Junior,JavaScript,Critical,11,4,0,22,4,15,False,0,True,3.875,0,3,1,0,3.61646312
Testing,High,Junior,JavaScript,Critical,3,3,3,6,2,12,False,1,True,4.33333333,1,0,2,0,1.49837802
Testing,Medium,Tech Lead,Python,High,2,2,2,4,9,9,True,1,False,3.625,1,0,1,0,1.01060663
Refactoring,High,Tech Lead,Other,Medium,7,5,0,14,2,10,True,1,False,3.05,2,2,1,0,3.20389545
Design Review,Low,Senior,C++,Medium,8,5,0,16,5,9,False,3,False,2.2,3,2,0,0,3.1482
Documentation,Medium,Tech Lead,Other,High,4,2,1,8,10,16,False,1,True,1.5,2,0,0,0,1.8772875
Documentation,High,Junior,Python,High,9,4,0,18,7,14,False,0,False,3.0,2,1,1,0,3.433509
Design Review,Medium,Junior,C++,Medium,2,5,1,4,3,9,True,1,True,3.45,2,2,0,1,1.06858434
Feature Dev,Low,Junior,Other,Critical,7,4,2,14,9,12,True,0,False,2.375,2,2,0,0,2.46965906
Bug Fix,High,Tech Lead,C++,High,2,4,2,4,10,16,False,3,True,3.4375,1,2,1,0,1.35474323
Design Review,Low,Tech Lead,Java,Medium,2,3,2,4,1,18,False,2,False,2.66666667,1,2,0,0,1.17933333
Code Review,Medium,Junior,JavaScript,Medium,2,3,0,4,3,16,True,3,False,4.75,0,2,0,1,0.94637812
Deployment,Medium,Tech Lead,Go,High,10,2,1,20,10,15,False,3,False,5.75,0,0,2,0,3.199995
Refactoring,Medium,Mid,Go,High,11,2,2,22,2,17,False,1,True,4.5,0,1,1,0,4.03326
Refactoring,Medium,Junior,Other,High,9,2,0,18,10,10,True,1,False,4.5,0,1,1,0,2.96765438
Documentation,Low,Senior,Python,High,10,3,1,20,8,11,True,0,False,3.58333333,2,0,0,1,3.10004297
Code Review,High,Mid,Other,Critical,11,5,1,22,2,11,False,2,False,3.8,1,3,0,1,3.97540325
Design Review,Medium,Mid,Python,Medium,8,2,0,16,5,12,True,0,False,2.375,1,1,0,0,3.297
Bug Fix,High,Junior,Go,High,13,3,2,26,5,10,False,3,False,4.16666667,1,1,0,1,5.0164275
Testing,Medium,Senior,JavaScript,High,10,4,0,20,2,18,True,2,False,2.375,2,2,0,0,3.89458125
Design Review,High,Mid,C++,Medium,5,5,0,10,7,9,True,1,False,2.55,2,3,0,0,2.4507
Documentation,Medium,Tech Lead,Other,Medium,7,5,1,14,8,17,False,0,False,3.4,1,3,1,0,2.661195
Design Review,Medium,Senior,Python,Critical,8,2,0,16,3,17,False,0,False,4.5,0,1,1,0,2.3086
Feature Dev,Low,Tech Lead,JavaScript,Low,5,5,0,10,8,9,True,3,True,1.85,4,1,0,0,2.68806038
Feature Dev,Medium,Senior,Python,Low,8,5,1,16,7,16,False,1,True,2.7,3,1,1,0,3.90754073
Code Review,Medium,Mid,JavaScript,Critical,5,4,0,10,10,18,False,2,False,1.5,4,0,0,0,1.91675
Bug Fix,Medium,Junior,Other,Medium,13,4,1,26,8,15,True,1,False,1.9375,3,1,0,0,5.74038281
Documentation,Low,Tech Lead,Java,Medium,4,3,0,8,5,11,False,0,True,2.66666667,1,2,0,0,1.5312
Bug Fix,High,Senior,Other,Critical,12,3,3,24,2,13,False,1,True,3.58333333,2,0,0,1,4.96483637
Refactoring,Medium,Junior,Python,Low,10,4,2,20,6,14,True,0,False,1.9375,3,1,0,0,4.98202031
Documentation,Low,Tech Lead,C++,High,7,4,1,14,10,12,False,1,False,1.5,4,0,0,0,2.555325
Testing,Low,Senior,Java,Medium,6,3,3,12,4,18,False,3,False,4.16666667,1,1,0,1,2.4650125
Design Review,Low,Junior,Python,Critical,1,2,2,2,7,17,False,0,False,1.5,2,0,0,0,0.575025
Code Review,High,Tech Lead,JavaScript,Critical,6,4,2,12,5,18,True,0,False,3.9375,1,2,0,1,2.34315555
Testing,High,Junior,C++,Critical,1,4,0,2,3,10,False,2,False,2.8125,1,3,0,0,0.53820938
Testing,Medium,Junior,JavaScript,Low,3,4,3,6,6,15,False,3,False,3.0,2,1,1,0,1.9766175
Bug Fix,Low,Junior,Java,High,5,2,3,10,10,18,True,0,True,2.375,1,1,0,0,2.29502109
Design Review,High,Junior,Other,High,10,5,0,20,3,15,True,0,False,4.3,1,2,1,1,3.5393274
Testing,High,Mid,Java,Medium,11,2,1,22,5,16,True,3,True,2.375,1,1,0,0,6.24472406
Design Review,Medium,Senior,Other,Medium,11,4,3,22,9,11,False,3,False,3.875,0,3,1,0,4.52717188
Client Meeting,Low,Junior,JavaScript,High,8,4,2,16,2,12,True,0,False,3.5,2,1,0,1,2.64073162
Feature Dev,Medium,Tech Lead,Java,High,4,3,2,8,1,10,False,2,False,2.66666667,1,2,0,0,1.827
Client Meeting,Low,Senior,Java,Low,4,2,1,8,7,14,False,1,False,1.5,2,0,0,0,1.905475
Feature Dev,High,Mid,JavaScript,Critical,5,5,2,10,9,12,False,0,False,2.55,2,3,0,0,2.149225
Refactoring,Medium,Tech Lead,Go,Critical,9,4,2,18,9,9,False,3,False,4.125,2,0,1,1,2.9354325
Bug Fix,High,Mid,C++,Low,13,3,3,26,7,9,True,1,True,4.16666667,1,1,0,1,7.02771252
Documentation,High,Senior,Other,High,10,3,0,20,7,16,False,1,False,3.5,1,1,1,0,3.7953675
Documentation,High,Junior,Java,Medium,9,4,0,18,7,18,False,3,False,5.1875,1,0,2,1,3.35886
Testing,High,Junior,C++,High,9,4,2,18,1,10,False,2,False,5.0,0,2,1,1,3.265632
Design Review,High,Senior,JavaScript,High,6,3,1,12,2,9,False,0,False,5.58333333,0,1,1,1,2.048058
Testing,Medium,Senior,Python,Medium,5,3,0,10,2,14,True,3,False,1.5,3,0,0,0,2.475375
Refactoring,High,Junior,Python,Critical,4,3,2,8,3,17,False,2,True,2.08333333,2,1,0,0,2.17878375
Feature Dev,Medium,Junior,Python,Medium,11,4,0,22,6,11,False,3,False,2.5625,3,0,1,0,4.43077813
Design Review,Medium,Senior,Java,High,5,3,3,10,8,10,False,3,False,4.08333333,0,2,1,0,2.15067188
Deployment,High,Mid,Python,Low,9,4,0,18,6,11,False,2,False,4.5625,1,1,1,1,3.82934475
Deployment,High,Tech Lead,Go,Low,4,4,1,8,2,10,False,2,False,2.375,2,2,0,0,2.36383125
Bug Fix,Medium,Senior,JavaScript,Low,12,3,1,24,10,14,False,3,False,2.66666667,1,2,0,0,5.5825
Feature Dev,High,Senior,Go,Critical,12,3,0,24,6,13,False,3,False,3.58333333,2,0,0,1,4.32759438
Design Review,Low,Junior,Python,Critical,2,5,3,4,1,11,False,2,False,1.85,4,1,0,0,1.17323375
Code Review,High,Tech Lead,Java,High,9,5,3,18,9,9,False,1,False,2.55,2,3,0,0,4.1049225
Design Review,Low,Junior,Go,High,7,3,0,14,8,13,False,0,True,4.16666667,1,1,0,1,2.1133035
Feature Dev,Medium,Junior,C++,Critical,8,3,1,16,3,17,False,2,True,2.91666667,2,0,1,0,3.07210418
Bug Fix,Medium,Senior,JavaScript,Critical,13,2,3,26,2,15,False,0,True,2.375,1,1,0,0,5.18369844
Feature Dev,High,Tech Lead,Other,High,4,4,3,8,8,9,True,3,False,2.375,2,2,0,0,2.40165844
Design Review,Low,Junior,Other,Critical,9,4,1,18,4,15,True,2,False,3.0625,3,0,0,1,2.88216559
Design Review,Low,Tech Lead,JavaScript,Critical,12,3,1,24,6,15,False,2,False,2.66666667,1,2,0,0,3.83718333
Code Review,High,Junior,JavaScript,High,5,5,2,10,5,15,False,2,False,3.45,2,2,0,1,2.220435
Code Review,Low,Senior,Java,Low,5,4,3,10,1,18,False,1,False,2.375,2,2,0,0,2.53653125
Bug Fix,Low,Junior,C++,Critical,11,5,1,22,3,17,False,2,False,3.1,3,1,0,1,3.28890712
Design Review,Medium,Tech Lead,Go,Medium,2,3,3,4,8,13,False,1,False,4.91666667,0,1,2,0,1.0839375
Client Meeting,Low,Tech Lead,Go,Low,3,2,2,6,10,18,False,2,True,1.5,2,0,0,0,1.959595
Testing,Medium,Junior,C++,Critical,5,5,0,10,8,12,False,3,True,3.2,3,0,2,0,1.9001818
Testing,High,Mid,Python,High,9,2,3,18,4,12,True,2,False,4.5,0,1,1,0,3.84190931
Design Review,Medium,Mid,Java,Low,6,3,1,12,10,9,False,0,True,4.33333333,1,0,2,0,2.5619935
Refactoring,High,Senior,JavaScript,Low,1,2,2,2,4,14,False,1,False,3.625,1,0,1,0,0.84306338
Bug Fix,Low,Junior,Python,High,12,5,3,24,8,9,False,2,False,1.85,4,1,0,0,4.5065475
Design Review,High,Junior,JavaScript,Low,7,3,1,14,1,10,False,1,False,4.16666667,1,1,0,1,3.23331708
Client Meeting,High,Tech Lead,Go,Low,9,3,0,18,5,18,False,3,False,4.16666667,1,1,0,1,4.137155
Design Review,High,Mid,Java,Medium,10,5,2,20,7,18,True,1,False,4.8,1,1,2,1,4.01835
Documentation,High,Tech Lead,Go,Critical,13,3,2,26,5,10,False,0,False,3.58333333,2,0,0,1,4.66963792
Code Review,Medium,Junior,Python,Low,9,2,0,18,8,12,False,1,False,2.375,1,1,0,0,3.9936875
Design Review,Medium,Tech Lead,C++,Medium,2,4,3,4,9,10,False,2,False,2.5625,3,0,1,0,1.36694219
Code Review,Medium,Junior,Go,Medium,11,4,1,22,8,17,False,0,True,3.0,2,1,1,0,4.6121075
Documentation,Low,Mid,Python,High,13,5,1,26,5,10,False,2,False,3.1,3,1,0,1,4.06411425
Bug Fix,Medium,Mid,Java,High,7,4,0,14,10,16,False,0,True,1.9375,3,1,0,0,2.7806625
Bug Fix,Low,Tech Lead,Python,High,5,3,2,10,8,13,False,0,False,1.5,3,0,0,0,1.93725
Deployment,Medium,Tech Lead,Python,High,3,5,2,6,3,9,False,2,False,3.05,2,2,1,0,1.40618475
Refactoring,Low,Senior,Go,High,11,3,3,22,6,15,False,0,False,4.16666667,1,1,0,1,3.36207375
Feature Dev,High,Tech Lead,Go,Critical,9,2,2,18,10,10,False,3,False,3.25,0,2,0,0,3.7771875
Code Review,High,Senior,JavaScript,High,9,4,0,18,7,10,False,1,False,3.4375,1,2,1,0,3.43547325
Documentation,High,Tech Lead,JavaScript,High,2,4,2,4,5,16,False,1,False,2.8125,1,3,0,0,1.1397375
Design Review,Medium,Tech Lead,Java,High,7,4,2,14,10,13,False,2,True,2.375,2,2,0,0,3.20574375
Client Meeting,Medium,Mid,Python,Medium,2,2,3,4,8,14,True,3,False,3.25,0,2,0,0,1.52578125
Design Review,Medium,Senior,Java,Medium,6,4,1,12,3,11,False,0,False,2.8125,1,3,0,0,2.44640625
Design Review,Medium,Tech Lead,Java,Medium,7,4,3,14,4,18,True,3,True,1.9375,3,1,0,0,4.11306328
Deployment,Low,Senior,JavaScript,High,3,4,0,6,1,14,True,1,False,2.375,2,2,0,0,1.09419188
Testing,Medium,Senior,JavaScript,Critical,5,5,0,10,5,15,False,0,False,2.55,2,3,0,0,1.65325
Refactoring,Low,Junior,JavaScript,Low,9,3,1,18,3,13,True,0,True,4.16666667,1,1,0,1,3.64838368
Deployment,Low,Senior,Java,Critical,4,3,3,8,6,10,False,3,False,2.08333333,2,1,0,0,1.85374375
Testing,Low,Tech Lead,Python,Medium,3,5,1,6,2,12,True,3,False,2.2,3,2,0,0,1.590435
Bug Fix,Medium,Tech Lead,Python,Critical,2,3,2,4,8,14,True,1,False,1.5,3,0,0,0,1.097775
Documentation,Medium,Junior,C++,High,4,2,3,8,9,16,False,2,False,3.625,1,0,1,0,1.80465469
Feature Dev,High,Senior,Go,Medium,1,3,1,2,1,10,True,0,True,2.08333333,2,1,0,0,0.70161438
Documentation,Medium,Junior,Other,High,4,4,1,8,3,9,False,3,False,3.0,2,1,1,0,1.7001675
Documentation,High,Mid,Python,Low,13,3,2,26,8,17,False,3,False,4.75,0,2,0,1,5.93063625
Feature Dev,High,Mid,C++,Critical,5,3,1,10,6,16,False,2,False,4.08333333,0,2,1,0,1.95732865
Refactoring,High,Tech Lead,Python,Medium,3,2,0,6,8,17,True,3,True,2.375,1,1,0,0,1.9040175
Client Meeting,Medium,Junior,Java,Critical,5,5,0,10,3,9,False,2,False,3.55,2,1,2,0,1.6215705
Testing,High,Senior,JavaScript,High,5,3,1,10,2,15,False,3,False,4.08333333,0,2,1,0,2.15067188
Client Meeting,Medium,Mid,JavaScript,High,3,5,2,6,2,9,False,2,True,3.2,3,0,2,0,1.4870988
Code Review,High,Junior,C++,High,2,5,3,4,7,12,False,0,False,3.95,2,1,1,1,1.0237599
Refactoring,Medium,Tech Lead,Python,Critical,5,4,2,10,3,9,True,2,True,4.0625,1,1,2,0,2.06919152
Design Review,Medium,Senior,Go,Critical,2,3,1,4,9,12,False,3,False,4.08333333,0,2,1,0,0.92326823
Deployment,Medium,Junior,Go,Medium,5,4,0,10,10,17,True,2,False,3.0,2,1,1,0,2.128665
Deployment,Medium,Mid,Python,Critical,8,2,0,16,3,14,False,3,False,3.625,1,0,1,0,2.65128281
Refactoring,Medium,Tech Lead,Go,Medium,2,2,3,4,10,17,True,0,False,4.5,0,1,1,0,1.11398438
Feature Dev,Medium,Senior,Other,High,11,2,3,22,6,13,False,1,True,2.375,1,1,0,0,4.80861563
Refactoring,High,Mid,JavaScript,Low,11,5,1,22,3,15,False,1,False,3.05,2,2,1,0,5.36831708
Feature Dev,Low,Junior,Python,High,13,4,0,26,7,14,True,1,False,3.5,2,1,0,1,3.96940163
Code Review,High,Tech Lead,JavaScript,Low,8,3,3,16,6,14,True,3,True,5.0,1,0,1,1,4.40134233
Documentation,Medium,Junior,Go,Medium,10,3,0,20,2,18,False,0,False,4.16666667,1,1,0,1,3.38833333
Documentation,Medium,Senior,Go,Critical,1,3,1,2,2,17,True,2,False,1.5,3,0,0,0,0.68610938
Feature Dev,Medium,Junior,JavaScript,Medium,12,5,2,24,5,15,True,3,False,2.35,4,0,1,0,5.40365175
Client Meeting,Medium,Tech Lead,Python,High,10,3,0,20,6,18,False,0,True,3.5,1,1,1,0,3.55311
Code Review,Low,Mid,JavaScript,High,8,3,1,16,6,14,True,2,False,3.58333333,2,0,0,1,2.67017034
Documentation,Medium,Tech Lead,Python,Medium,7,5,3,14,4,10,True,2,False,3.9,1,2,2,0,3.08166075
Feature Dev,High,Mid,Go,High,5,3,0,10,4,13,False,0,False,4.08333333,0,2,1,0,1.79874375
Bug Fix,Low,Senior,Java,Medium,8,4,2,16,2,15,True,2,True,3.0625,3,0,0,1,3.51168005
Documentation,Medium,Mid,Java,Low,2,2,0,4,6,18,True,1,False,1.5,2,0,0,0,1.0654875
Code Review,Low,Mid,Java,Critical,5,2,1,10,3,18,False,0,False,2.375,1,1,0,0,1.62642188
Deployment,High,Junior,Go,Low,12,2,3,24,6,18,False,3,False,3.625,1,0,1,0,6.14652019
Design Review,Low,Tech Lead,JavaScript,Critical,8,3,3,16,10,15,False,0,False,2.66666667,1,2,0,0,2.73615
Deployment,Medium,Junior,Java,Low,10,3,3,20,10,18,False,1,False,1.5,3,0,0,0,5.130125
Refactoring,Medium,Senior,C++,Medium,13,3,2,26,10,12,True,3,False,2.08333333,2,1,0,0,6.064625
Feature Dev,Medium,Senior,Python,High,10,5,3,20,7,16,True,0,False,3.05,2,2,1,0,3.86494014
Design Review,High,Senior,Other,Critical,8,2,1,16,3,16,True,2,False,1.5,2,0,0,0,3.68669438
Code Review,Medium,Senior,Other,Critical,2,3,1,4,7,14,True,3,False,5.0,1,0,1,1,0.87241875
Feature Dev,Medium,Mid,C++,Critical,1,2,3,2,2,14,True,0,False,3.625,1,0,1,0,0.67607712
Design Review,High,Mid,Python,Medium,3,2,2,6,2,9,True,0,False,3.25,0,2,0,0,1.65375
Documentation,Low,Senior,Other,Critical,11,5,1,22,6,17,False,2,False,3.45,2,2,0,1,3.22800144
Client Meeting,High,Junior,Java,High,3,5,0,6,7,9,True,0,False,3.4,1,3,1,0,1.17642861
Design Review,Medium,Mid,Java,Medium,3,5,2,6,1,13,False,0,True,3.45,2,2,0,1,1.45385625
Refactoring,Medium,Junior,Python,Critical,11,5,3,22,10,13,False,0,False,4.25,0,3,2,0,3.43919563
