task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Testing,Medium,Tech Lead,Other,Critical,9,5,3,18,10,15,False,3,False,3.05,2,2,1,0,3.39827981
Documentation,High,Senior,C++,Medium,3,5,0,6,10,17,True,3,False,3.55,2,1,2,0,1.5296526
Feature Dev,Medium,Senior,C++,Low,13,4,3,26,6,18,True,2,False,3.625,2,0,2,0,5.83529822
Code Review,Medium,Tech Lead,Python,High,8,4,0,16,8,10,False,1,False,4.375,0,3,0,1,2.48644688
Testing,Medium,Mid,Java,Critical,1,5,1,2,2,14,False,0,False,3.55,2,1,2,0,0.5
Bug Fix,Medium,Mid,C++,Critical,12,4,0,24,1,12,True,0,False,4.0625,1,1,2,0,3.61167975
Documentation,High,Mid,C++,Low,9,2,0,18,6,10,False,0,False,2.375,1,1,0,0,4.4686125
Documentation,High,Mid,JavaScript,High,10,2,0,20,10,9,False,1,False,5.75,0,0,2,0,3.37977
Design Review,High,Junior,Python,Critical,8,2,2,16,2,15,False,1,False,2.375,1,1,0,0,3.402975
Design Review,High,Junior,Python,Critical,6,3,0,12,5,10,True,1,False,3.58333333,2,0,0,1,2.23294947
Client Meeting,High,Junior,Python,Critical,7,5,0,14,5,13,False,0,False,3.55,2,1,2,0,2.37338955
Bug Fix,High,Mid,Java,Critical,6,3,2,12,2,13,True,1,False,2.66666667,1,2,0,0,2.72629
Deployment,High,Senior,Go,Low,1,2,3,2,8,13,False,2,False,2.375,1,1,0,0,1.19810625
Feature Dev,Medium,Senior,C++,Medium,11,3,1,22,6,16,True,0,False,3.5,1,1,1,0,4.28661188
Testing,Medium,Mid,C++,Low,9,4,2,18,7,10,False,0,False,2.8125,1,3,0,0,4.11571875
Deployment,Low,Junior,Other,Low,1,4,1,2,5,13,False,1,True,2.375,2,2,0,0,0.72426063
Design Review,High,Senior,C++,Medium,13,3,0,26,5,13,True,1,False,4.75,0,2,0,1,5.23089
Refactoring,Low,Mid,Go,High,3,2,0,6,5,9,False,3,True,2.375,1,1,0,0,1.34058375
Bug Fix,Medium,Senior,JavaScript,Low,9,5,1,18,7,17,True,3,False,4.15,0,4,0,1,3.96614728
Code Review,Low,Senior,Python,Critical,13,5,0,26,5,17,False,0,False,1.85,4,1,0,0,4.007835
Deployment,Medium,Tech Lead,Python,High,8,4,1,16,3,18,True,1,True,2.5625,3,0,1,0,3.38084869
Bug Fix,Medium,Junior,C++,Critical,2,5,3,4,9,12,True,2,False,3.95,2,1,1,1,1.07451199
Testing,Low,Junior,Other,Medium,7,2,1,14,9,9,True,3,False,2.375,1,1,0,0,3.06002813
Code Review,Medium,Junior,JavaScript,Medium,5,5,1,10,4,18,False,2,False,2.2,3,2,0,0,2.3265
Refactoring,Medium,Senior,JavaScript,Low,2,5,3,4,2,14,True,2,True,3.6,3,0,1,1,1.55925924
Deployment,Medium,Senior,C++,Critical,1,5,0,2,3,18,True,1,False,3.05,2,2,1,0,0.5
Deployment,Medium,Tech Lead,C++,Low,11,4,3,22,6,12,False,0,True,2.5625,3,0,1,0,5.53234498
Refactoring,High,Senior,Python,High,9,3,3,18,6,16,False,3,False,3.5,1,1,1,0,3.94879725
Testing,Low,Junior,Other,Critical,1,5,2,2,4,13,False,3,False,2.2,3,2,0,0,0.80784
Feature Dev,Low,Tech Lead,Python,Low,1,2,1,2,5,14,True,1,False,2.375,1,1,0,0,0.69133969
Feature Dev,Medium,Senior,C++,Low,6,2,3,12,10,11,True,1,True,2.375,1,1,0,0,3.67770047
Feature Dev,High,Junior,Java,High,5,2,2,10,1,11,False,0,False,2.375,1,1,0,0,2.296125
Deployment,High,Senior,Other,High,6,5,3,12,6,15,False,1,False,3.05,2,2,1,0,2.73792443
Testing,High,Junior,Other,Critical,4,4,0,8,5,10,False,2,False,3.4375,1,2,1,0,1.56108769
Testing,Low,Senior,JavaScript,High,11,2,1,22,10,17,False,2,False,1.5,2,0,0,0,3.975975
Documentation,Medium,Mid,Java,Low,12,5,2,24,4,11,False,2,False,3.05,2,2,1,0,5.35820725
Code Review,Medium,Senior,C++,Low,12,4,1,24,10,14,True,2,False,1.9375,3,1,0,0,5.96683828
Client Meeting,Low,Mid,C++,Medium,10,3,3,20,3,13,True,2,False,2.08333333,2,1,0,0,4.44390625
Documentation,Medium,Junior,C++,Critical,13,5,1,26,7,18,False,1,False,2.7,3,1,1,0,4.33625163
Code Review,Low,Tech Lead,Java,Medium,4,3,1,8,8,18,True,1,False,2.66666667,1,2,0,0,1.71535
Refactoring,Medium,Tech Lead,Java,Low,6,3,0,12,4,15,True,1,True,5.58333333,0,1,1,1,2.4838275
Testing,Medium,Senior,Go,Critical,5,5,3,10,8,12,False,3,False,3.1,3,1,0,1,2.09849062
Bug Fix,Medium,Junior,Other,Low,9,5,1,18,5,11,True,3,False,2.2,3,2,0,0,4.6309725
Documentation,Low,Senior,JavaScript,High,1,3,1,2,4,16,True,3,True,2.66666667,1,2,0,0,0.8139285
Design Review,Medium,Mid,C++,High,13,4,1,26,5,13,True,2,False,5.625,0,1,2,1,3.96765338
Client Meeting,Medium,Junior,Python,Low,7,4,3,14,6,12,False,2,False,3.4375,1,2,1,0,3.41656734
Design Review,High,Senior,JavaScript,High,6,4,1,12,8,18,False,1,True,3.0,2,1,1,0,2.74597785
Client Meeting,Medium,Tech Lead,Java,Critical,11,4,3,22,5,14,False,3,True,4.0625,1,1,2,0,4.0595567
Feature Dev,High,Mid,Java,High,5,4,0,10,7,9,True,1,False,3.4375,1,2,1,0,2.04183788
Code Review,High,Tech Lead,Go,High,6,5,2,12,6,18,False,3,True,3.95,2,1,1,1,2.76190992
Bug Fix,High,Junior,Python,High,5,3,3,10,5,13,False,3,False,3.58333333,2,0,0,1,2.40130313
Deployment,High,Junior,JavaScript,Low,7,5,0,14,2,9,False,0,False,4.15,0,4,0,1,3.00317325
Documentation,Low,Mid,C++,Low,10,2,0,20,3,18,False,0,False,1.5,2,0,0,0,4.059
Design Review,High,Mid,Other,Medium,13,4,3,26,4,18,False,2,True,4.5625,1,1,1,1,5.84989763
Design Review,Medium,Mid,Other,High,6,3,1,12,3,18,False,2,False,3.5,1,1,1,0,2.22069375
Refactoring,Low,Mid,C++,Medium,2,5,2,4,7,13,False,0,False,3.8,1,3,0,1,0.88179
Refactoring,High,Mid,Other,Medium,7,2,0,14,10,13,False,1,True,3.625,1,0,1,0,3.25461675
Testing,High,Tech Lead,Python,Medium,2,2,3,4,6,12,False,3,False,3.625,1,0,1,0,1.48828312
Refactoring,Low,Mid,Java,Low,6,3,0,12,2,18,False,2,True,2.66666667,1,2,0,0,2.76041333
Client Meeting,Medium,Junior,Go,High,13,5,2,26,7,13,False,0,False,3.55,2,1,2,0,4.2923925
Deployment,High,Mid,Other,Critical,4,5,1,8,8,12,False,2,False,3.8,1,3,0,1,1.60926675
Code Review,Medium,Senior,Java,Critical,1,5,3,2,5,15,False,1,False,3.05,2,2,1,0,0.74215306
Code Review,High,Mid,Java,Critical,9,3,0,18,7,17,True,2,False,2.91666667,2,0,1,0,3.58503937
Client Meeting,Medium,Mid,Java,Critical,9,2,0,18,4,9,True,3,False,2.375,1,1,0,0,3.41548594
Code Review,Medium,Senior,Other,Low,7,3,3,14,8,9,False,0,False,5.58333333,0,1,1,1,2.79565
Documentation,High,Mid,Other,Low,3,3,2,6,7,9,False,0,True,5.0,1,0,1,1,1.5896496
Bug Fix,High,Junior,Python,Critical,3,2,1,6,10,13,False,2,False,3.625,1,0,1,0,1.31049122
Deployment,High,Mid,Java,Critical,13,2,3,26,6,9,True,0,True,1.5,2,0,0,0,6.47046881
Code Review,Medium,Tech Lead,Java,Medium,3,5,3,6,1,12,False,0,True,4.45,2,0,2,1,1.41746963
Deployment,Medium,Tech Lead,Java,Medium,11,2,3,22,1,12,True,2,False,2.375,1,1,0,0,5.20307813
Design Review,Low,Junior,Java,Medium,7,4,3,14,4,15,False,1,False,1.9375,3,1,0,0,3.07959375
Deployment,High,Junior,Other,High,3,2,0,6,8,9,True,0,False,2.375,1,1,0,0,1.27964813
Feature Dev,Medium,Junior,C++,Medium,10,5,0,20,7,9,False,0,False,4.45,2,0,2,1,3.1239
Feature Dev,High,Tech Lead,Other,Low,10,4,2,20,1,13,True,1,False,3.9375,1,2,0,1,4.95476953
Design Review,Low,Tech Lead,Go,Low,6,3,0,12,7,10,True,2,True,4.75,0,2,0,1,2.45679761
Feature Dev,High,Junior,Java,Critical,2,3,2,4,5,17,True,0,False,2.91666667,2,0,1,0,1.00777604
Testing,Medium,Mid,JavaScript,Low,13,2,3,26,6,13,False,0,False,1.5,2,0,0,0,6.370375
Design Review,Medium,Mid,JavaScript,Critical,5,2,1,10,6,9,True,3,False,2.375,1,1,0,0,2.14562578
Deployment,Low,Mid,JavaScript,Medium,3,3,1,6,3,12,True,2,True,2.66666667,1,2,0,0,1.596595
Bug Fix,Medium,Senior,Python,Critical,13,3,2,26,6,15,False,1,True,2.91666667,2,0,1,0,4.84613617
Deployment,Low,Tech Lead,JavaScript,Medium,5,2,3,10,9,16,True,3,True,2.375,1,1,0,0,2.89002656
Deployment,Medium,Mid,Other,Low,3,4,3,6,6,17,False,0,True,3.0,2,1,1,0,1.83977475
Bug Fix,High,Mid,Other,Critical,3,3,3,6,7,10,False,2,False,2.66666667,1,2,0,0,1.66798333
Bug Fix,Medium,Junior,Java,Medium,11,5,1,22,2,11,False,1,False,3.05,2,2,1,0,4.27369875
Feature Dev,High,Mid,Other,Low,7,3,2,14,5,16,False,3,False,5.0,1,0,1,1,3.285964
Deployment,Medium,Mid,Other,Critical,1,2,1,2,7,9,True,1,False,1.5,2,0,0,0,0.59462813
Client Meeting,Low,Senior,Go,High,13,3,1,26,10,11,False,3,False,3.58333333,2,0,0,1,4.03891313
Testing,High,Tech Lead,Java,Low,5,3,0,10,1,13,False,3,False,3.5,1,1,1,0,2.566135
Deployment,Medium,Mid,Java,Critical,3,3,2,6,2,14,False,0,False,5.0,1,0,1,1,0.99705
Feature Dev,High,Junior,Go,Medium,9,4,0,18,10,11,False,1,False,4.0625,1,1,2,0,3.574585
Deployment,High,Tech Lead,Python,High,4,4,0,8,3,18,False,3,False,3.4375,1,2,1,0,1.73394169
Client Meeting,Low,Senior,C++,High,4,3,1,8,3,14,True,2,True,2.66666667,1,2,0,0,1.7986815
Feature Dev,High,Senior,Java,High,11,4,3,22,5,14,True,1,True,2.375,2,2,0,0,5.72225259
Client Meeting,Medium,Junior,Java,Medium,12,5,1,24,3,14,False,1,False,3.9,1,2,2,0,4.296035
Feature Dev,Medium,Tech Lead,Java,Low,3,3,0,6,2,14,True,1,False,2.91666667,2,0,1,0,1.38970081
Feature Dev,High,Mid,C++,High,9,5,0,18,6,9,False,3,False,3.95,2,1,1,1,3.3178788
Testing,High,Junior,Java,Medium,5,5,0,10,9,12,False,3,True,4.3,1,2,1,1,2.328612
Refactoring,Low,Tech Lead,Go,Medium,12,4,3,24,2,16,True,3,True,3.5,2,1,0,1,5.14582819
Code Review,High,Mid,Python,High,6,2,2,12,2,11,False,3,True,2.375,1,1,0,0,3.26403
Deployment,Low,Senior,Java,High,8,2,2,16,4,11,True,2,False,2.375,1,1,0,0,3.13421063
Documentation,Low,Junior,Go,Critical,6,2,1,12,7,16,False,1,False,1.5,2,0,0,0,2.0997125
Documentation,High,Mid,C++,Low,10,3,1,20,2,11,False,0,True,2.08333333,2,1,0,0,5.72355208
Testing,Medium,Tech Lead,Other,Medium,5,3,1,10,4,14,True,3,True,2.08333333,2,1,0,0,2.81795938
Deployment,High,Junior,C++,Critical,3,4,2,6,9,9,True,0,True,3.5,2,1,0,1,1.44935753
Deployment,High,Tech Lead,C++,Critical,11,4,3,22,5,17,True,1,True,4.5625,1,1,1,1,4.41779769
Refactoring,Medium,Mid,JavaScript,Critical,7,4,1,14,10,9,False,0,False,3.5,2,1,0,1,2.20346563
Deployment,Medium,Junior,Python,Low,8,4,2,16,7,18,True,3,False,5.0,0,2,1,1,3.432198
Testing,Medium,Mid,Other,Low,1,5,1,2,2,17,False,0,False,2.2,3,2,0,0,0.59895
Client Meeting,Medium,Mid,Java,High,9,3,1,18,9,12,False,0,False,3.5,1,1,1,0,3.02821875
Design Review,Medium,Junior,Other,High,13,2,0,26,2,17,True,0,False,3.625,1,0,1,0,4.37929538
Design Review,Medium,Mid,JavaScript,Medium,6,2,2,12,1,14,False,2,False,2.375,1,1,0,0,2.845625
Bug Fix,High,Senior,C++,Critical,12,5,0,24,1,14,True,0,True,3.9,1,2,2,0,4.61016448
Deployment,High,Senior,Go,High,13,5,0,26,5,10,False,2,False,3.55,2,1,2,0,4.8230883
Testing,Low,Mid,JavaScript,Critical,11,4,2,22,7,15,True,3,True,3.5,2,1,0,1,3.93397043
Documentation,Medium,Tech Lead,Go,Medium,9,4,3,18,2,12,False,0,False,3.4375,1,2,1,0,3.64613906
Documentation,Medium,Senior,Python,Medium,1,4,0,2,8,10,True,2,False,4.125,2,0,1,1,0.5180175
Feature Dev,Medium,Junior,Other,High,1,4,0,2,6,9,False,0,False,2.8125,1,3,0,0,0.5
Client Meeting,Medium,Junior,C++,Medium,6,2,1,12,10,13,False,3,False,4.5,0,1,1,0,2.4189375
Feature Dev,Medium,Junior,Python,Low,8,5,3,16,3,12,False,0,False,2.7,3,1,1,0,3.75824075
Bug Fix,Low,Tech Lead,JavaScript,High,8,3,2,16,9,15,True,0,True,1.5,3,0,0,0,3.38825025
Documentation,Medium,Tech Lead,Java,Medium,9,4,1,18,8,10,True,1,False,3.5,2,1,0,1,3.55234688
Documentation,High,Mid,C++,Medium,8,2,3,16,4,12,True,1,False,3.25,0,2,0,0,4.16390625
Feature Dev,Medium,Mid,Java,Medium,1,5,0,2,1,9,True,3,False,3.9,1,2,2,0,0.6252645
Feature Dev,Medium,Tech Lead,Go,Critical,12,2,2,24,6,14,False,3,False,4.5,0,1,1,0,3.8957625
Client Meeting,High,Junior,JavaScript,Low,4,3,3,8,7,14,True,2,False,4.33333333,1,0,2,0,2.38799715
Client Meeting,High,Senior,C++,Low,4,2,2,8,8,18,True,0,True,4.5,0,1,1,0,2.30764091
Design Review,Medium,Senior,JavaScript,Medium,13,5,0,26,8,10,True,1,False,3.45,2,2,0,1,4.90346062
Testing,Medium,Senior,Other,Medium,12,4,1,24,10,13,True,2,False,3.5,2,1,0,1,4.75184063
Bug Fix,Medium,Senior,JavaScript,High,13,4,0,26,9,18,False,0,False,5.0,0,2,1,1,3.65976
Testing,Medium,Tech Lead,C++,Medium,2,5,2,4,3,14,False,3,False,3.05,2,2,1,0,1.286705
Deployment,Low,Mid,Other,Medium,9,2,3,18,6,14,True,1,False,2.375,1,1,0,0,3.90488438
Deployment,Medium,Tech Lead,JavaScript,Critical,10,5,1,20,6,17,True,3,False,2.55,2,3,0,0,3.86240531
Deployment,Medium,Senior,Python,High,12,3,2,24,6,15,True,0,False,2.08333333,2,1,0,0,4.79941875
Deployment,Medium,Senior,Other,High,11,2,0,22,5,12,False,1,False,2.375,1,1,0,0,3.9740625
Client Meeting,High,Tech Lead,Go,Critical,10,5,1,20,8,13,False,3,False,3.95,2,1,1,1,3.56406275
Refactoring,High,Senior,Go,High,3,4,3,6,4,15,True,2,True,3.4375,1,2,1,0,1.89975999
Design Review,Medium,Mid,Python,Critical,3,4,1,6,3,14,False,0,False,2.375,2,2,0,0,1.12598438
Documentation,Low,Mid,C++,Medium,1,4,1,2,9,16,False,3,False,4.375,0,3,0,1,0.67812188
Refactoring,High,Mid,Go,Medium,6,5,3,12,10,11,False,2,True,4.8,1,1,2,1,2.8710154
Client Meeting,Medium,Mid,Other,High,11,2,0,22,9,9,True,2,False,1.5,2,0,0,0,4.455675
Testing,Low,Senior,Java,High,6,2,0,12,6,10,False,3,False,2.375,1,1,0,0,2.1724875
Deployment,High,Tech Lead,JavaScript,Medium,10,5,3,20,6,18,False,3,False,3.9,1,2,2,0,4.551245
Client Meeting,Medium,Tech Lead,Go,Low,9,5,2,18,4,14,False,1,True,2.7,3,1,1,0,4.530482
Design Review,Medium,Junior,JavaScript,Critical,3,5,3,6,1,13,False,2,False,3.05,2,2,1,0,1.44524544
Design Review,Low,Tech Lead,C++,Low,6,4,1,12,2,13,True,3,False,3.9375,1,2,0,1,2.5863897
Bug Fix,Medium,Junior,Go,Low,3,5,3,6,7,9,False,2,False,3.05,2,2,1,0,1.87031763
Bug Fix,High,Senior,Python,Low,4,3,0,8,5,16,False,3,False,5.0,1,0,1,1,1.840828
Testing,Low,Tech Lead,C++,Critical,3,3,2,6,9,17,False,2,False,2.08333333,2,1,0,0,1.33740417
Deployment,High,Junior,Other,Medium,1,3,2,2,4,12,False,1,False,5.58333333,0,1,1,1,0.67252
Design Review,High,Mid,JavaScript,Critical,1,5,0,2,8,12,True,2,True,3.55,2,1,2,0,0.56187418
Refactoring,Medium,Mid,JavaScript,High,8,2,1,16,4,9,True,3,False,2.375,1,1,0,0,3.38457656
Client Meeting,Medium,Senior,JavaScript,Low,8,5,0,16,4,17,False,1,False,2.55,2,3,0,0,3.530175
Deployment,High,Senior,C++,Low,2,2,1,4,9,9,False,0,False,2.375,1,1,0,0,1.15493125
Design Review,Low,Tech Lead,Python,Critical,9,4,1,18,6,14,False,0,False,3.9375,1,2,0,1,2.47223695
Client Meeting,Low,Tech Lead,Python,Critical,7,3,1,14,4,18,False,2,True,2.08333333,2,1,0,0,2.67226896
Feature Dev,Medium,Mid,Java,Medium,6,3,3,12,4,13,False,3,False,2.08333333,2,1,0,0,3.136875
Design Review,High,Tech Lead,C++,Low,12,5,2,24,1,18,False,2,False,3.05,2,2,1,0,6.08611465
Design Review,High,Senior,Python,High,9,3,3,18,3,18,False,3,True,2.08333333,2,1,0,0,4.82092875
Documentation,Low,Mid,Python,Low,5,4,0,10,1,12,False,2,False,3.0625,3,0,0,1,1.97896875
Design Review,High,Junior,Go,Critical,7,5,1,14,3,15,False,0,False,3.4,1,3,1,0,2.58406545
Bug Fix,High,Senior,C++,Medium,1,5,1,2,10,15,True,0,False,3.8,1,3,0,1,0.55371225
Deployment,High,Senior,C++,High,4,3,3,8,2,9,True,3,False,2.91666667,2,0,1,0,2.26530951
Documentation,Medium,Tech Lead,Other,High,9,5,1,18,5,14,True,0,False,2.9,1,4,0,0,3.38428125
Bug Fix,Low,Mid,C++,Low,8,5,1,16,1,17,False,1,True,3.1,3,1,0,1,3.40004858
Client Meeting,Medium,Mid,Java,Low,4,5,3,8,5,18,True,3,False,3.8,1,3,0,1,2.34646912
Design Review,Medium,Tech Lead,Other,Medium,9,2,0,18,4,9,True,1,False,2.375,1,1,0,0,3.81215625
Refactoring,Medium,Mid,JavaScript,Medium,11,5,3,22,7,11,False,2,False,3.1,3,1,0,1,4.5336375
Feature Dev,Low,Junior,Go,High,11,2,2,22,5,11,True,2,False,2.375,1,1,0,0,4.13567438
Testing,Medium,Tech Lead,Python,Critical,9,5,2,18,8,16,False,0,False,3.6,3,0,1,1,2.805816
Code Review,High,Senior,C++,High,5,3,2,10,8,15,True,2,False,2.08333333,2,1,0,0,2.634975
Deployment,Low,Junior,Python,Low,11,5,3,22,3,11,True,3,False,2.2,3,2,0,0,5.3856495
Refactoring,Low,Mid,Java,Low,3,4,0,6,5,12,True,2,False,3.0625,3,0,0,1,1.329867
Design Review,Medium,Tech Lead,JavaScript,High,8,5,2,16,2,18,False,0,False,4.25,0,3,2,0,2.6278875
Documentation,Medium,Tech Lead,C++,Critical,7,2,0,14,6,10,False,2,False,4.5,0,1,1,0,2.1643125
Refactoring,High,Tech Lead,Python,Low,9,5,1,18,2,9,False,2,False,4.8,1,1,2,1,3.7803106
Code Review,Medium,Junior,Java,High,2,5,2,4,3,17,True,1,False,3.55,2,1,2,0,0.9833481
Bug Fix,High,Tech Lead,Other,Low,7,3,1,14,4,14,True,1,False,3.5,1,1,1,0,3.59604341
Code Review,Low,Tech Lead,Python,Low,4,3,3,8,2,12,False,1,False,1.5,3,0,0,0,2.243725
Feature Dev,Low,Mid,Go,Critical,6,3,2,12,10,14,False,3,False,2.08333333,2,1,0,0,2.336225
Deployment,Medium,Senior,JavaScript,High,1,4,3,2,7,11,True,2,False,3.4375,1,2,1,0,0.89330407
Refactoring,Low,Senior,C++,High,5,3,3,10,6,10,False,3,True,4.75,0,2,0,1,2.06851219
Deployment,Medium,Tech Lead,C++,Low,5,5,2,10,7,16,False,2,True,3.9,1,2,2,0,2.5733675
Testing,Medium,Junior,C++,Medium,7,3,2,14,10,15,False,1,True,3.5,1,1,1,0,3.15832
Code Review,Medium,Senior,Go,Critical,9,5,2,18,4,12,False,3,True,3.95,2,1,1,1,3.2605881
Feature Dev,Low,Mid,JavaScript,Critical,2,2,0,4,5,12,False,1,False,2.375,1,1,0,0,0.68393125
Documentation,High,Tech Lead,JavaScript,Medium,11,4,3,22,2,17,True,1,False,3.0,2,1,1,0,5.42809575
Feature Dev,High,Junior,JavaScript,Low,6,4,3,12,1,15,True,0,True,3.0,2,1,1,0,3.75815806
Bug Fix,Medium,Mid,Other,Low,10,3,0,20,10,15,False,1,False,2.66666667,1,2,0,0,4.35966667
Bug Fix,Low,Senior,Java,High,7,5,0,14,10,14,False,2,True,1.85,4,1,0,0,2.712996
Design Review,Medium,Senior,Java,Critical,10,3,3,20,3,10,False,1,False,2.08333333,2,1,0,0,3.85138542
Bug Fix,High,Tech Lead,Go,Low,5,3,2,10,2,16,True,0,False,2.66666667,1,2,0,0,2.9029
Feature Dev,Medium,Senior,Other,Critical,6,4,3,12,2,16,True,2,False,4.0625,1,1,2,0,2.29492151
Refactoring,Medium,Junior,Other,Low,12,3,0,24,9,9,True,0,False,3.25,0,3,0,0,5.1975
Feature Dev,High,Senior,Go,Critical,12,4,2,24,5,13,True,1,False,4.0625,1,1,2,0,4.45440503
Documentation,High,Mid,Java,Medium,3,3,3,6,3,14,False,2,False,3.58333333,2,0,0,1,1.77582708
Client Meeting,Low,Mid,Java,Critical,6,3,2,12,9,9,False,3,False,2.66666667,1,2,0,0,2.2678
Design Review,Medium,Tech Lead,Python,Critical,3,3,1,6,5,14,False,2,False,2.91666667,2,0,1,0,1.21940115
Testing,Low,Senior,C++,High,7,5,0,14,8,11,True,3,False,2.2,3,2,0,0,2.638251
Client Meeting,Low,Junior,Other,High,4,2,2,8,4,9,False,2,False,2.375,1,1,0,0,1.7132625
Feature Dev,High,Mid,Java,Critical,10,2,2,20,10,13,True,0,True,3.25,0,2,0,0,4.50991406
Code Review,High,Senior,Other,Medium,7,5,0,14,8,12,True,2,True,3.9,1,2,2,0,3.36035007
Code Review,Medium,Tech Lead,C++,High,4,2,2,8,6,10,True,2,True,3.25,0,2,0,0,2.04651563
Client Meeting,Medium,Senior,Java,Medium,2,4,0,4,8,11,False,0,False,3.0,2,1,1,0,0.7372
Refactoring,Low,Tech Lead,Python,Critical,4,5,0,8,8,13,False,1,False,2.75,4,0,0,1,1.19691688
Bug Fix,High,Tech Lead,JavaScript,High,13,4,2,26,7,14,False,2,False,3.9375,1,2,0,1,5.00367375
Feature Dev,Low,Senior,Other,Low,8,2,3,16,5,17,False,2,False,2.375,1,1,0,0,3.81019375
Client Meeting,Medium,Tech Lead,Java,Low,12,3,2,24,9,10,False,1,False,2.66666667,1,2,0,0,5.52933333
Testing,High,Tech Lead,Java,Medium,9,4,1,18,8,10,True,3,False,3.5,2,1,0,1,4.23513563
Refactoring,Medium,Senior,Java,Low,7,5,1,14,10,17,False,2,False,3.6,3,0,1,1,2.932776
Bug Fix,High,Tech Lead,C++,High,10,5,1,20,2,11,True,0,False,3.95,2,1,1,1,3.72700913
Client Meeting,High,Junior,C++,Critical,3,2,1,6,7,9,False,3,False,2.375,1,1,0,0,1.52633438
Documentation,Medium,Mid,Java,Low,8,4,2,16,6,17,False,2,False,2.375,2,2,0,0,3.9936875
Testing,Low,Junior,JavaScript,Low,3,4,3,6,4,17,False,2,False,1.5,4,0,0,0,1.950575
Code Review,Medium,Mid,Go,Critical,8,3,1,16,2,10,False,2,False,2.91666667,2,0,1,0,2.79282198
Testing,Medium,Senior,Go,High,13,3,1,26,4,15,False,0,False,3.58333333,2,0,0,1,4.21212188
Testing,High,Tech Lead,Go,High,12,4,1,24,5,18,False,1,True,3.0,2,1,1,0,5.26388445
Client Meeting,High,Mid,JavaScript,High,3,2,1,6,2,15,True,1,True,1.5,2,0,0,0,1.73674463
Refactoring,Medium,Senior,Python,Critical,4,3,2,8,1,13,False,0,True,2.08333333,2,1,0,0,1.76909792
Documentation,High,Senior,Go,Low,6,5,0,12,2,16,True,0,False,3.45,2,2,0,1,2.80885028
Deployment,Medium,Senior,Python,Low,8,2,0,16,10,12,False,2,True,2.375,1,1,0,0,4.0368625
Bug Fix,High,Senior,Python,Low,8,4,0,16,8,15,True,1,False,3.5,2,1,0,1,3.83653463
Feature Dev,High,Junior,Go,Critical,8,3,1,16,5,16,True,3,True,4.08333333,0,2,1,0,3.52330236
Code Review,High,Junior,C++,Low,11,3,2,22,10,13,False,0,False,3.5,1,1,1,0,5.290186
Feature Dev,High,Mid,Other,High,5,5,0,10,4,16,False,2,False,2.9,1,4,0,0,2.14875
Refactoring,Low,Tech Lead,C++,Medium,12,5,0,24,8,16,False,1,False,3.1,3,1,0,1,3.968055
Feature Dev,High,Mid,Other,Low,2,2,2,4,3,11,True,1,False,1.5,2,0,0,0,1.562715
Bug Fix,Medium,Tech Lead,Go,Critical,5,3,1,10,2,16,True,2,False,2.91666667,2,0,1,0,1.94120795
Design Review,Low,Senior,Go,Medium,10,4,1,20,5,16,False,3,False,3.5,2,1,0,1,3.5589375
Refactoring,High,Mid,Java,Medium,7,4,1,14,8,16,False,3,True,3.0,2,1,1,0,3.7200955
Refactoring,High,Senior,C++,Low,1,5,1,2,7,15,False,0,False,3.05,2,2,1,0,0.61669933
Client Meeting,High,Tech Lead,Other,Medium,3,5,3,6,1,17,True,3,False,3.9,1,2,2,0,1.90259055
Deployment,Low,Senior,C++,High,3,3,0,6,9,17,True,0,True,2.66666667,1,2,0,0,1.085238
Code Review,High,Tech Lead,Java,Medium,12,2,1,24,6,14,True,3,False,3.25,0,2,0,0,5.87671875
Bug Fix,Low,Mid,Go,Critical,11,5,2,22,4,9,False,2,False,1.85,4,1,0,0,3.8194325
Feature Dev,Medium,Tech Lead,Go,Critical,1,4,0,2,4,14,False,3,False,3.625,2,0,2,0,0.51385688
Bug Fix,Low,Junior,C++,Critical,12,5,1,24,10,15,True,3,False,3.1,3,1,0,1,3.82192374
Client Meeting,Medium,Tech Lead,Python,High,9,2,1,18,8,13,False,3,False,3.625,1,0,1,0,3.24837844
Testing,High,Junior,Python,High,8,3,0,16,9,13,True,1,False,3.58333333,2,0,0,1,3.12484331
Code Review,Medium,Tech Lead,Java,Low,13,3,3,26,7,17,True,1,False,6.41666667,0,0,2,1,5.02410563
Code Review,High,Mid,C++,Critical,11,4,2,22,9,16,False,3,True,3.0,2,1,1,0,4.87667015
Feature Dev,Medium,Mid,Other,Critical,1,5,2,2,6,17,True,2,False,3.8,1,3,0,1,0.69440962
Code Review,High,Mid,Python,Critical,6,5,1,12,6,12,True,3,False,3.05,2,2,1,0,2.63308094
Client Meeting,High,Mid,Python,Low,10,2,1,20,5,17,True,0,False,1.5,2,0,0,0,5.62340625
Code Review,High,Mid,C++,Low,11,2,0,22,7,10,False,0,False,2.375,1,1,0,0,5.4616375
Deployment,Medium,Junior,Python,Low,12,2,3,24,3,15,True,0,True,3.625,1,0,1,0,5.94433202
Refactoring,Medium,Senior,Go,High,8,5,2,16,5,14,False,1,False,4.65,0,3,1,1,2.585844
