task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Code Review,High,Tech Lead,Go,Low,4,3,0,8,6,14,False,2,True,4.08333333,0,2,1,0,2.14493675
Client Meeting,Medium,Senior,JavaScript,Critical,13,2,1,26,1,18,False,1,False,5.75,0,0,2,0,3.7013675
Client Meeting,Medium,Tech Lead,Java,Critical,4,2,0,8,3,10,False,2,True,3.625,1,0,1,0,1.49986856
Code Review,High,Mid,Go,Critical,9,2,2,18,6,18,True,2,True,3.25,0,2,0,0,4.2706125
Deployment,High,Senior,Python,Critical,12,2,0,24,7,17,False,1,False,1.5,2,0,0,0,4.896425
Client Meeting,Low,Tech Lead,C++,Low,5,4,0,10,5,13,False,2,True,1.9375,3,1,0,0,2.4275625
Bug Fix,High,Junior,C++,Low,4,4,3,8,7,17,False,0,True,3.4375,1,2,1,0,2.49458932
Client Meeting,Low,Mid,Python,High,5,2,3,10,1,10,True,3,True,2.375,1,1,0,0,2.60102391
Client Meeting,Low,Mid,C++,High,10,5,1,20,5,14,True,1,False,1.85,4,1,0,0,3.66553688
Testing,High,Mid,Python,Critical,10,2,1,20,3,12,False,2,True,3.625,1,0,1,0,4.12463855
Testing,High,Tech Lead,Python,Medium,10,2,1,20,5,18,False,1,False,2.375,1,1,0,0,4.7590625
Documentation,Medium,Mid,Java,Medium,9,3,3,18,7,14,False,2,False,2.91666667,2,0,1,0,3.93355208
Deployment,Low,Senior,JavaScript,Low,5,3,1,10,10,10,True,3,False,2.66666667,1,2,0,0,2.512125
Testing,Medium,Junior,Python,High,2,5,3,4,2,17,False,2,True,2.7,3,1,1,0,1.34369978
Design Review,Medium,Junior,Python,Critical,8,3,1,16,3,14,True,2,True,4.33333333,1,0,2,0,2.89388811
Documentation,High,Mid,Java,Medium,8,2,1,16,8,9,True,3,True,2.375,1,1,0,0,4.68070969
Deployment,Medium,Junior,JavaScript,Critical,1,5,3,2,7,15,False,2,False,3.55,2,1,2,0,0.77393138
Refactoring,High,Mid,Java,Critical,5,4,3,10,10,15,True,2,False,3.0,2,1,1,0,2.42619431
Feature Dev,Low,Tech Lead,Other,Critical,6,4,2,12,1,18,False,1,False,2.375,2,2,0,0,2.1352
Feature Dev,High,Senior,Go,High,2,2,2,4,1,14,True,0,True,2.375,1,1,0,0,1.24441144
Bug Fix,Low,Junior,Python,Critical,4,3,3,8,7,13,True,2,False,4.16666667,1,1,0,1,1.58008572
Deployment,Low,Tech Lead,Go,Critical,12,5,1,24,10,14,True,0,True,3.1,3,1,0,1,3.9397063
Feature Dev,Medium,Tech Lead,C++,Medium,3,3,3,6,8,9,True,2,False,4.16666667,1,1,0,1,1.64545937
Testing,Medium,Tech Lead,JavaScript,Medium,10,3,0,20,9,9,True,0,False,2.66666667,1,2,0,0,4.06
Client Meeting,Medium,Junior,Java,High,3,3,1,6,5,17,True,2,True,4.16666667,1,1,0,1,1.36484184
Code Review,Medium,Senior,Other,Low,1,3,2,2,5,17,False,2,False,2.66666667,1,2,0,0,0.957
Refactoring,High,Senior,Java,Critical,7,4,2,14,8,13,True,0,True,4.5,0,2,2,0,2.8423626
Code Review,High,Junior,Java,Low,11,3,2,22,3,11,False,3,False,3.58333333,2,0,0,1,5.44645292
Testing,Medium,Tech Lead,C++,High,13,5,0,26,10,9,False,2,True,3.4,1,3,1,0,4.8226266
Documentation,Low,Tech Lead,Other,Medium,1,2,2,2,6,13,False,2,True,2.375,1,1,0,0,0.9282625
Documentation,Medium,Junior,C++,Low,9,4,3,18,8,18,False,0,True,3.0,2,1,1,0,4.51581075
Documentation,Low,Junior,Java,Critical,1,2,2,2,5,11,True,3,False,1.5,2,0,0,0,0.87822
Refactoring,High,Senior,Java,Medium,4,5,1,8,5,13,False,3,False,3.05,2,2,1,0,2.10468175
Bug Fix,High,Tech Lead,JavaScript,High,3,5,1,6,3,16,False,2,True,2.55,2,3,0,0,1.66560075
Testing,High,Mid,Python,High,10,4,0,20,9,14,True,3,False,4.375,0,3,0,1,3.87659672
Design Review,Low,Mid,JavaScript,Critical,5,4,3,10,1,16,False,2,True,1.9375,3,1,0,0,2.29790859
Design Review,Medium,Tech Lead,Java,High,10,3,3,20,8,9,True,1,False,4.33333333,1,0,2,0,3.57022575
Deployment,Medium,Senior,Go,Medium,3,5,2,6,2,17,False,3,True,2.2,3,2,0,0,1.9602
Client Meeting,Low,Mid,Java,Critical,11,2,0,22,3,14,False,3,True,1.5,2,0,0,0,4.0826775
Design Review,Medium,Junior,C++,Critical,4,4,1,8,5,15,False,1,True,1.9375,3,1,0,0,1.73515547
Refactoring,High,Junior,Other,Low,6,3,3,12,1,11,True,2,True,2.08333333,2,1,0,0,4.31435331
Code Review,Medium,Junior,JavaScript,High,1,2,0,2,8,14,False,0,False,4.5,0,1,1,0,0.5
Deployment,High,Tech Lead,C++,Medium,8,5,1,16,7,15,False,3,False,3.95,2,1,1,1,3.429139
Deployment,Low,Tech Lead,Python,Critical,10,3,3,20,9,9,True,3,False,1.5,3,0,0,0,3.97943438
Bug Fix,Medium,Senior,Go,Low,5,2,2,10,5,17,False,1,True,2.375,1,1,0,0,2.84955
Feature Dev,Low,Tech Lead,Java,Medium,10,3,3,20,9,9,False,0,False,1.5,3,0,0,0,4.15125
Refactoring,Medium,Senior,Other,Low,7,2,0,14,5,17,False,0,True,5.75,0,0,2,0,2.707012
Bug Fix,High,Senior,Java,Critical,6,4,3,12,7,10,False,1,False,3.625,2,0,2,0,2.42980894
Documentation,Medium,Senior,Python,High,5,2,2,10,7,15,False,1,False,3.25,0,2,0,0,2.025
Client Meeting,Low,Senior,Go,Medium,11,4,1,22,3,15,False,3,True,1.5,4,0,0,0,4.972275
Client Meeting,Low,Senior,Java,Critical,10,3,2,20,9,13,True,1,False,4.16666667,1,1,0,1,3.0240875
Refactoring,Medium,Senior,Java,Medium,8,2,1,16,7,12,False,2,False,3.625,1,0,1,0,3.16371563
Testing,High,Junior,Other,Low,1,2,0,2,9,12,False,2,False,1.5,2,0,0,0,0.74415
Bug Fix,High,Tech Lead,Other,High,7,4,1,14,1,18,False,2,False,3.0,2,1,1,0,2.9607795
Feature Dev,High,Senior,Python,High,5,2,2,10,10,13,False,3,False,1.5,2,0,0,0,2.67525
Feature Dev,Medium,Mid,C++,High,1,4,2,2,8,17,True,1,True,2.8125,1,3,0,0,0.79781625
Bug Fix,High,Senior,Java,Medium,5,3,3,10,4,18,True,2,False,2.91666667,2,0,1,0,2.86686531
Design Review,Medium,Senior,Java,Critical,1,2,1,2,9,16,True,2,True,3.625,1,0,1,0,0.6561925
Testing,Medium,Mid,JavaScript,Critical,4,2,1,8,10,15,False,2,False,1.5,2,0,0,0,1.6989375
Feature Dev,Medium,Tech Lead,JavaScript,Low,1,5,3,2,5,18,True,3,False,3.05,2,2,1,0,1.22076137
Deployment,Medium,Tech Lead,Go,High,7,4,2,14,3,15,True,3,False,3.9375,1,2,0,1,2.75665359
Documentation,High,Mid,JavaScript,High,9,5,2,18,8,12,False,3,False,3.55,2,1,2,0,3.6992619
Client Meeting,Medium,Junior,Python,Medium,2,3,0,4,2,11,False,2,False,5.0,1,0,1,1,0.782
Refactoring,High,Senior,C++,Critical,10,4,0,20,4,14,True,1,False,3.0,2,1,1,0,3.86546212
Bug Fix,High,Mid,Other,Critical,5,4,0,10,4,18,False,3,False,4.375,0,3,0,1,1.85018437
Refactoring,Medium,Junior,Python,High,6,4,3,12,4,18,False,0,False,3.9375,1,2,0,1,2.20068984
Bug Fix,High,Senior,Other,High,10,3,1,20,8,16,False,1,False,2.08333333,2,1,0,0,4.3468125
Deployment,Medium,Tech Lead,JavaScript,Critical,12,4,1,24,4,9,True,3,False,4.5625,1,1,1,1,3.75845695
Bug Fix,Medium,Junior,Java,High,2,3,0,4,10,13,True,1,False,2.91666667,2,0,1,0,0.78717319
Design Review,Medium,Mid,Other,Low,1,5,2,2,8,18,False,1,True,3.45,2,2,0,1,0.852929
Feature Dev,High,Junior,C++,High,4,4,0,8,9,16,False,1,True,3.4375,1,2,1,0,1.72908017
Deployment,Medium,Tech Lead,C++,Low,9,3,0,18,3,15,False,0,False,3.5,1,1,1,0,3.55311
Refactoring,Low,Senior,Python,High,1,5,0,2,9,14,True,1,False,3.45,2,2,0,1,0.5
Refactoring,Medium,Junior,JavaScript,Critical,1,3,2,2,6,18,True,3,False,1.5,3,0,0,0,0.9148125
Design Review,Medium,Tech Lead,Go,Medium,11,3,3,22,10,9,False,0,False,2.08333333,2,1,0,0,4.82979167
Refactoring,Medium,Senior,Go,Low,2,2,0,4,2,11,True,1,False,4.5,0,1,1,0,0.88227563
Bug Fix,Low,Mid,Java,Medium,7,3,0,14,10,12,False,0,True,4.16666667,1,1,0,1,2.348115
Deployment,High,Mid,Go,Critical,3,2,2,6,9,11,False,1,False,2.375,1,1,0,0,1.48463125
Documentation,High,Mid,Java,Medium,10,3,3,20,6,13,True,0,False,4.16666667,1,1,0,1,4.49165937
Documentation,High,Senior,Go,High,1,4,2,2,8,14,True,3,False,3.9375,1,2,0,1,0.8594273
Deployment,High,Senior,Java,High,1,3,3,2,2,14,False,3,False,2.66666667,1,2,0,0,1.0527
Bug Fix,High,Tech Lead,Java,Critical,13,3,0,26,9,17,True,1,False,2.08333333,2,1,0,0,5.40379
Client Meeting,Medium,Mid,C++,Low,2,2,2,4,2,10,True,1,False,2.375,1,1,0,0,1.3600125
Testing,High,Junior,C++,Low,4,4,1,8,10,13,False,0,True,3.9375,1,2,0,1,2.06590295
Refactoring,High,Junior,Python,Critical,3,4,2,6,9,17,True,3,True,4.0625,1,1,2,0,1.63879969
Refactoring,Low,Junior,Python,Medium,2,4,3,4,1,11,False,1,False,3.5,2,1,0,1,1.1160125
Design Review,Low,Senior,Java,High,4,4,2,8,5,16,True,2,False,1.5,4,0,0,0,1.8791325
Bug Fix,Medium,Junior,JavaScript,Low,4,3,3,8,10,9,False,3,False,2.66666667,1,2,0,0,2.49883333
Bug Fix,High,Senior,JavaScript,High,5,2,1,10,6,15,False,2,False,2.375,1,1,0,0,2.34028125
Feature Dev,Low,Mid,Java,Medium,9,3,1,18,1,18,False,2,True,1.5,3,0,0,0,4.047725
Documentation,High,Tech Lead,Java,High,5,2,2,10,3,17,False,0,False,3.25,0,2,0,0,2.19375
Documentation,Medium,Tech Lead,Go,High,11,5,0,22,1,13,True,0,False,3.95,2,1,1,1,3.4523874
Testing,High,Junior,Java,Critical,7,4,2,14,1,11,False,0,False,4.0625,1,1,2,0,2.522443
Design Review,High,Junior,Go,Critical,4,4,2,8,2,18,True,3,False,3.0,2,1,1,0,2.00675055
Deployment,Medium,Junior,C++,Medium,6,4,1,12,9,11,False,3,False,3.9375,1,2,0,1,2.44521094
Documentation,Medium,Mid,JavaScript,Critical,3,4,0,6,1,15,False,2,True,3.0,2,1,1,0,1.2062435
Testing,High,Senior,Other,Low,7,4,2,14,10,13,False,2,False,3.0,2,1,1,0,3.770778
Refactoring,Medium,Mid,Other,Critical,9,5,2,18,4,9,True,0,False,3.95,2,1,1,1,2.89006672
Deployment,Low,Junior,Other,Critical,1,2,1,2,6,11,False,1,False,2.375,1,1,0,0,0.50877812
Refactoring,Medium,Tech Lead,Go,High,1,4,3,2,10,9,False,0,False,5.0,0,2,1,1,0.59823
Design Review,High,Tech Lead,Python,Low,2,3,2,4,6,12,False,2,False,3.58333333,2,0,0,1,1.36642458
Design Review,Low,Junior,Python,Low,12,3,2,24,4,16,True,1,True,1.5,3,0,0,0,6.146679
Design Review,Medium,Junior,JavaScript,Low,2,3,0,4,6,18,False,1,False,2.08333333,2,1,0,0,0.985875
Design Review,Medium,Mid,Go,High,10,3,3,20,9,13,False,3,True,3.5,1,1,1,0,4.21931813
Bug Fix,Low,Mid,JavaScript,Critical,9,3,0,18,4,16,False,1,False,2.66666667,1,2,0,0,2.74436667
Testing,Medium,Tech Lead,Other,Critical,3,3,3,6,10,14,False,2,True,4.33333333,1,0,2,0,1.43626908
Bug Fix,Medium,Junior,JavaScript,Critical,6,5,2,12,5,12,False,1,False,3.1,3,1,0,1,2.136645
Refactoring,Medium,Tech Lead,Other,Medium,5,3,3,10,7,15,False,0,False,1.5,3,0,0,0,2.51125
Refactoring,High,Junior,Other,Low,11,4,1,22,3,12,False,2,False,4.0625,1,1,2,0,5.01706494
Feature Dev,High,Tech Lead,C++,Medium,4,5,3,8,4,14,True,2,False,3.9,1,2,2,0,2.22415515
Feature Dev,Medium,Tech Lead,JavaScript,High,10,2,2,20,10,13,True,1,False,1.5,2,0,0,0,4.26195
Testing,Low,Senior,Java,Medium,2,4,2,4,9,14,False,0,True,1.9375,3,1,0,0,1.12550625
Code Review,High,Junior,Other,High,4,4,3,8,7,9,False,0,False,5.1875,1,0,2,1,1.5591465
Code Review,Low,Tech Lead,C++,Medium,12,3,1,24,1,12,True,2,False,3.58333333,2,0,0,1,4.28954094
Refactoring,Medium,Mid,Java,Medium,6,5,3,12,7,13,False,1,False,3.8,1,3,0,1,2.550275
Code Review,Medium,Tech Lead,Java,Medium,9,4,3,18,10,16,True,0,True,2.375,2,2,0,0,4.59004219
Deployment,High,Mid,Other,Medium,11,4,0,22,3,15,True,3,True,5.1875,1,0,2,1,4.6833402
Code Review,Low,Mid,Go,Medium,10,4,2,20,2,11,True,1,False,2.375,2,2,0,0,4.12125
Design Review,High,Mid,Python,Medium,2,2,3,4,3,13,True,2,False,3.625,1,0,1,0,1.46912259
Client Meeting,Medium,Mid,C++,Medium,1,3,3,2,8,10,True,1,False,3.5,1,1,1,0,0.89500688
Design Review,High,Junior,Other,Critical,6,5,2,12,9,18,False,0,False,4.3,1,2,1,1,2.1177342
Client Meeting,High,Tech Lead,JavaScript,Medium,4,3,2,8,3,9,False,1,False,2.91666667,2,0,1,0,2.07321333
Client Meeting,Low,Senior,Python,Medium,9,4,0,18,4,18,False,0,True,1.9375,3,1,0,0,3.5751375
Client Meeting,Medium,Senior,Java,Medium,8,3,2,16,6,14,False,0,False,2.08333333,2,1,0,0,3.48541667
Testing,Low,Mid,JavaScript,Medium,2,2,1,4,10,13,True,3,True,1.5,2,0,0,0,1.38513375
Client Meeting,Medium,Mid,C++,Medium,12,4,2,24,6,16,False,0,False,1.9375,3,1,0,0,5.1159375
Bug Fix,Medium,Junior,Java,Low,9,2,3,18,9,16,False,2,False,3.25,0,2,0,0,4.3828125
Design Review,High,Mid,Other,Medium,12,3,1,24,10,18,False,0,False,2.66666667,1,2,0,0,5.481
Bug Fix,High,Senior,C++,High,7,3,1,14,3,16,True,0,False,2.08333333,2,1,0,0,3.17138063
Testing,Medium,Senior,C++,Medium,1,3,0,2,5,15,False,1,True,4.33333333,1,0,2,0,0.5
Documentation,High,Senior,Python,Low,5,3,0,10,2,11,False,2,False,2.08333333,2,1,0,0,2.73854167
Documentation,Low,Senior,JavaScript,Low,3,4,0,6,8,9,False,0,True,1.9375,3,1,0,0,1.31088375
Feature Dev,High,Junior,Other,High,7,3,3,14,7,16,True,1,True,2.08333333,2,1,0,0,3.90258619
Client Meeting,Low,Tech Lead,JavaScript,Low,11,2,1,22,6,13,True,3,False,1.5,2,0,0,0,5.22088875
Refactoring,Medium,Junior,Python,Low,12,3,1,24,5,12,False,1,False,4.16666667,1,1,0,1,4.70554792
Client Meeting,High,Senior,C++,Low,6,5,3,12,4,14,True,3,True,3.05,2,2,1,0,4.0985736
Documentation,Medium,Junior,Python,High,1,2,2,2,1,18,True,0,False,5.75,0,0,2,0,0.5285385
Client Meeting,High,Senior,Go,Low,9,2,1,18,2,12,True,3,False,2.375,1,1,0,0,5.20204781
Documentation,Medium,Senior,C++,High,6,3,1,12,5,9,False,3,False,2.08333333,2,1,0,0,2.5543125
Client Meeting,Low,Junior,Go,Medium,12,2,1,24,8,15,True,2,False,2.375,1,1,0,0,4.81155938
Deployment,High,Tech Lead,Go,Medium,11,4,3,22,10,11,False,1,True,3.4375,1,2,1,0,5.55563559
Client Meeting,Low,Mid,Python,High,3,3,1,6,1,10,False,1,True,2.66666667,1,2,0,0,1.27281
Deployment,Medium,Senior,Other,Medium,1,5,2,2,8,15,True,1,False,3.55,2,1,2,0,0.728406
Refactoring,High,Mid,Java,Medium,13,2,1,26,8,10,False,0,False,4.5,0,1,1,0,5.2028375
Testing,Medium,Junior,Java,Critical,10,4,3,20,3,15,False,3,False,3.4375,1,2,1,0,3.63488555
Client Meeting,Low,Senior,Java,High,11,2,0,22,8,17,False,2,False,2.375,1,1,0,0,3.6738
Feature Dev,Medium,Tech Lead,Java,Medium,7,4,3,14,2,14,False,1,True,4.375,0,3,0,1,3.08503594
Bug Fix,Medium,Senior,Java,Low,7,4,2,14,6,17,False,3,False,1.9375,3,1,0,0,3.7516875
Client Meeting,High,Junior,Other,High,5,3,1,10,1,17,False,2,True,5.58333333,0,1,1,1,2.051577
Deployment,Low,Mid,Go,Low,10,5,0,20,2,16,False,1,False,3.45,2,2,0,1,3.58617875
Deployment,Medium,Senior,Java,Medium,6,5,3,12,6,15,False,0,False,3.2,3,0,2,0,2.51826
Feature Dev,Medium,Tech Lead,C++,High,11,2,1,22,7,12,False,2,False,4.5,0,1,1,0,3.62840625
Deployment,Medium,Junior,Java,Low,10,5,2,20,3,11,True,2,True,3.05,2,2,1,0,5.25458154
Refactoring,Medium,Junior,C++,Medium,4,3,2,8,3,9,False,3,False,4.16666667,1,1,0,1,1.86358333
Documentation,Medium,Senior,JavaScript,High,9,3,1,18,8,17,False,3,False,2.66666667,1,2,0,0,3.5235
Refactoring,High,Mid,Python,Low,7,4,1,14,6,13,False,2,True,3.5,2,1,0,1,3.79593638
Client Meeting,Medium,Senior,Java,High,10,5,1,20,9,10,True,0,False,3.1,3,1,0,1,3.52075106
Client Meeting,High,Tech Lead,JavaScript,Critical,5,2,2,10,10,13,True,0,True,2.375,1,1,0,0,2.50468969
Deployment,High,Senior,Other,Medium,7,5,0,14,1,13,True,3,True,4.8,1,1,2,1,3.11181024
Feature Dev,Medium,Tech Lead,Java,High,9,5,0,18,6,10,False,0,False,4.45,2,0,2,1,2.530359
Refactoring,Medium,Mid,Other,High,8,2,0,16,2,15,True,3,True,5.75,0,0,2,0,2.90696175
Design Review,Medium,Junior,Other,Critical,6,4,2,12,5,18,False,2,True,3.625,2,0,2,0,2.34171919
Code Review,Medium,Senior,C++,Low,1,4,2,2,2,10,False,2,False,1.9375,3,1,0,0,0.99309375
Bug Fix,High,Tech Lead,Python,Critical,8,2,0,16,1,10,True,3,True,3.625,1,0,1,0,3.48219485
Client Meeting,High,Junior,Go,Critical,5,2,2,10,9,11,False,3,False,2.375,1,1,0,0,2.41878125
Feature Dev,Medium,Senior,Other,High,12,4,0,24,1,10,False,1,False,2.8125,1,3,0,0,4.23084375
Testing,Medium,Junior,C++,High,9,3,0,18,4,16,True,2,False,4.91666667,0,1,2,0,2.88327375
Feature Dev,High,Tech Lead,Other,Medium,9,5,0,18,8,11,True,1,False,3.9,1,2,2,0,3.7873164
Documentation,High,Senior,Python,High,2,4,1,4,1,12,False,0,False,3.0,2,1,1,0,0.8874045
Documentation,Low,Senior,Java,High,1,4,1,2,3,11,True,1,False,2.375,2,2,0,0,0.56564156
Feature Dev,Low,Junior,Python,Critical,5,4,2,10,4,16,False,1,True,2.375,2,2,0,0,2.01843125
Testing,High,Senior,JavaScript,Critical,7,4,0,14,6,14,True,2,False,4.5625,1,1,1,1,2.44836624
Deployment,Medium,Tech Lead,C++,High,7,5,0,14,5,9,False,2,False,3.25,0,5,0,0,2.53125
Testing,High,Tech Lead,C++,Low,4,5,3,8,3,12,False,0,True,3.55,2,1,2,0,2.40278594
Documentation,Medium,Senior,C++,Critical,6,5,1,12,5,11,True,2,False,3.55,2,1,2,0,2.12831128
Design Review,Medium,Senior,Python,Medium,5,4,1,10,2,16,False,0,False,2.5625,3,0,1,0,2.02684531
Feature Dev,Medium,Senior,Go,High,13,4,3,26,9,13,False,1,True,3.9375,1,2,0,1,4.88398711
Refactoring,Medium,Tech Lead,C++,High,10,4,1,20,5,14,True,0,False,4.0625,1,1,2,0,3.30628036
Testing,Medium,Senior,Go,Critical,3,2,0,6,6,16,False,1,False,2.375,1,1,0,0,1.08428125
Refactoring,Medium,Mid,JavaScript,Low,3,2,3,6,7,18,True,1,True,2.375,1,1,0,0,2.18168672
Client Meeting,High,Tech Lead,Java,Low,10,3,0,20,2,14,False,0,False,6.41666667,0,0,2,1,3.82789
Deployment,High,Junior,JavaScript,Medium,6,2,2,12,1,14,True,2,False,3.625,1,0,1,0,3.05053481
Testing,Medium,Senior,Go,Low,13,5,0,26,4,13,False,0,False,3.05,2,2,1,0,5.257109
Client Meeting,High,Mid,Other,High,7,5,0,14,1,12,True,2,False,3.05,2,2,1,0,2.97035849
Feature Dev,High,Junior,Go,High,4,5,1,8,2,13,False,3,False,3.45,2,2,0,1,1.81599863
Code Review,Medium,Tech Lead,Go,Low,3,3,0,6,5,12,True,3,False,2.91666667,2,0,1,0,1.60350094
Deployment,Medium,Tech Lead,Java,Critical,7,5,2,14,4,10,True,0,False,2.2,3,2,0,0,2.7390825
Documentation,Medium,Mid,C++,High,2,3,2,4,3,9,True,2,False,4.16666667,1,1,0,1,1.04064187
Code Review,High,Senior,Python,Critical,12,3,1,24,9,11,False,3,True,5.58333333,0,1,1,1,4.3650849
Design Review,High,Mid,Python,Critical,12,4,2,24,3,13,True,0,False,2.375,2,2,0,0,5.09695594
Design Review,Low,Mid,Go,High,13,5,0,26,4,14,False,1,False,3.1,3,1,0,1,3.8621205
Documentation,Medium,Senior,Go,Medium,3,3,0,6,2,17,False,1,False,5.0,1,0,1,1,1.0166
Refactoring,High,Senior,Python,Critical,3,2,0,6,10,11,False,2,True,3.625,1,0,1,0,1.31655129
Client Meeting,Medium,Tech Lead,Other,High,3,5,3,6,7,12,False,0,False,4.3,1,2,1,1,1.209087
Code Review,High,Senior,Java,High,1,2,2,2,5,18,False,3,False,3.25,0,2,0,0,0.894375
Documentation,High,Junior,Java,Medium,3,5,0,6,9,13,False,0,True,3.45,2,2,0,1,1.33754775
Client Meeting,High,Mid,JavaScript,High,8,2,3,16,5,17,False,2,True,2.375,1,1,0,0,4.20632438
Bug Fix,Medium,Junior,JavaScript,Medium,9,5,0,18,7,18,True,3,True,2.2,3,2,0,0,4.459455
Deployment,High,Junior,C++,Critical,11,5,3,22,2,17,False,3,False,3.05,2,2,1,0,4.53885189
Bug Fix,Medium,Junior,Python,Critical,12,5,1,24,4,17,False,0,False,3.9,1,2,2,0,3.57932025
Bug Fix,Low,Senior,JavaScript,Critical,12,3,2,24,4,9,True,2,False,1.5,3,0,0,0,4.40939625
Design Review,Medium,Junior,Java,Medium,8,2,1,16,6,9,False,0,True,2.375,1,1,0,0,3.61590625
Documentation,Low,Senior,Python,Medium,6,4,2,12,8,17,True,1,False,3.5,2,1,0,1,2.36208
Testing,Low,Tech Lead,Python,Critical,9,4,0,18,4,17,False,0,True,1.5,4,0,0,0,3.105135
Documentation,High,Tech Lead,C++,Medium,2,5,0,4,9,9,True,1,True,3.05,2,2,1,0,1.08276226
Bug Fix,Medium,Tech Lead,C++,Low,9,2,0,18,10,15,False,2,False,3.25,0,2,0,0,3.91875
Deployment,High,Senior,Python,High,13,5,3,26,4,10,False,3,False,3.55,2,1,2,0,5.25232755
Client Meeting,Medium,Tech Lead,Go,Medium,6,5,3,12,7,11,False,1,False,3.55,2,1,2,0,2.5580925
Code Review,Medium,Junior,C++,Critical,4,5,2,8,4,9,False,0,False,3.9,1,2,2,0,1.3738805
Testing,Low,Mid,Java,Critical,8,2,1,16,10,11,True,1,False,2.375,1,1,0,0,2.74114641
Deployment,Medium,Junior,Other,High,8,3,3,16,10,15,True,2,True,2.66666667,1,2,0,0,3.8686725
Design Review,Medium,Senior,Go,Low,5,5,3,10,8,18,False,2,False,3.95,2,1,1,1,2.4203245
Bug Fix,Medium,Mid,Java,Low,4,2,0,8,3,18,True,1,True,4.5,0,1,1,0,1.83317269
Client Meeting,High,Senior,Java,Critical,5,4,1,10,9,12,False,3,False,3.0,2,1,1,0,2.15400625
Documentation,High,Senior,Other,Low,13,3,1,26,5,16,False,1,False,3.25,0,3,0,0,6.4246875
Bug Fix,Medium,Senior,Go,High,10,2,3,20,2,11,False,2,False,3.625,1,0,1,0,3.72961969
Documentation,Medium,Senior,C++,High,13,2,3,26,3,10,True,2,False,3.25,0,2,0,0,5.18273438
Code Review,Medium,Mid,Go,Critical,7,3,0,14,9,13,False,3,False,2.08333333,2,1,0,0,2.62402083
Bug Fix,High,Senior,Other,High,4,2,1,8,7,9,False,2,False,4.5,0,1,1,0,1.67288625
Design Review,Low,Tech Lead,C++,Medium,13,5,1,26,3,10,False,2,True,3.45,2,2,0,1,4.87526463
Design Review,High,Mid,C++,Medium,6,4,2,12,3,17,True,0,False,3.875,0,3,1,0,2.82442781
Design Review,High,Tech Lead,JavaScript,High,2,2,3,4,6,9,True,0,False,1.5,2,0,0,0,1.32701625
Documentation,High,Mid,C++,Critical,3,3,2,6,4,13,False,0,False,2.91666667,2,0,1,0,1.3216735
Bug Fix,Low,Tech Lead,Python,Low,2,5,3,4,3,17,True,1,False,1.85,4,1,0,0,1.47785138
Feature Dev,Medium,Mid,Go,High,12,3,2,24,10,13,False,0,True,3.5,1,1,1,0,4.53021525
Design Review,Medium,Junior,Python,Low,3,2,2,6,8,17,False,1,False,3.625,1,0,1,0,1.56849
Code Review,Medium,Mid,Other,Low,1,2,3,2,2,13,False,3,False,3.625,1,0,1,0,1.12735219
Code Review,Medium,Mid,JavaScript,Low,8,4,2,16,4,10,False,3,False,4.0625,1,1,2,0,3.52400125
Deployment,Low,Tech Lead,Other,Low,13,3,0,26,5,18,True,0,False,3.58333333,2,0,0,1,4.72859888
Testing,Low,Senior,Java,Low,13,2,2,26,2,15,False,1,False,3.25,0,2,0,0,5.23875
Design Review,Low,Tech Lead,Python,Critical,2,4,2,4,3,13,False,3,False,2.375,2,2,0,0,1.1009625
Feature Dev,High,Junior,JavaScript,Low,13,2,3,26,9,18,True,2,True,4.5,0,1,1,0,7.14937348
Testing,High,Junior,Java,High,1,5,1,2,5,15,False,1,True,3.55,2,1,2,0,0.60951974
Bug Fix,Medium,Junior,Go,Low,3,3,0,6,7,17,False,3,False,3.25,0,3,0,0,1.546875
Testing,Low,Senior,C++,High,9,2,0,18,10,9,True,1,True,3.25,0,2,0,0,3.25493438
Design Review,Low,Junior,Java,Low,7,3,1,14,5,13,False,2,False,2.66666667,1,2,0,0,3.05176667
Deployment,Medium,Senior,JavaScript,High,9,4,3,18,9,10,False,2,False,2.375,2,2,0,0,3.75328125
Code Review,High,Mid,Go,Low,3,3,3,6,9,12,False,1,False,2.91666667,2,0,1,0,1.96492496
Refactoring,Medium,Junior,C++,Critical,11,3,3,22,6,13,True,0,False,2.08333333,2,1,0,0,4.31058906
Design Review,Medium,Mid,Other,High,13,2,2,26,7,12,False,2,False,3.625,1,0,1,0,4.57179188
Documentation,Medium,Senior,JavaScript,Low,8,4,3,16,9,16,False,3,False,4.0625,1,1,2,0,3.66310656
Client Meeting,High,Mid,Go,Low,1,2,1,2,1,18,False,2,False,5.75,0,0,2,0,0.711909
Bug Fix,Medium,Junior,JavaScript,High,8,2,3,16,5,16,True,0,False,3.25,0,2,0,0,3.23367188
Refactoring,Medium,Junior,Other,High,5,4,3,10,3,14,False,3,False,1.5,4,0,0,0,2.536875
Testing,Medium,Junior,Python,Critical,3,3,2,6,3,16,False,1,False,2.66666667,1,2,0,0,1.31466667
Bug Fix,Medium,Junior,Other,Critical,9,4,1,18,1,18,True,3,False,2.8125,1,3,0,0,3.46778086
