task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Code Review,High,Junior,Java,Low,1,2,3,2,8,16,False,0,True,4.5,0,1,1,0,0.93455863
Feature Dev,High,Senior,Python,Medium,7,3,1,14,4,12,False,1,False,5.0,1,0,1,1,2.71354
Documentation,High,Mid,Go,Medium,2,3,3,4,10,18,True,0,True,3.5,1,1,1,0,1.41976354
Code Review,Medium,Senior,C++,Low,8,5,0,16,5,15,False,1,False,2.35,4,0,1,0,3.45948075
Design Review,Medium,Senior,Other,Critical,13,3,1,26,3,13,True,0,True,5.0,1,0,1,1,4.10734748
Code Review,High,Mid,JavaScript,Low,13,2,3,26,1,18,False,2,True,2.375,1,1,0,0,7.87188188
Code Review,High,Mid,Python,Critical,8,3,1,16,2,10,False,2,True,2.91666667,2,0,1,0,3.48748728
Design Review,Low,Junior,Python,Medium,3,2,3,6,10,12,False,1,False,1.5,2,0,0,0,1.67075
Documentation,High,Mid,Other,High,12,2,0,24,1,11,False,1,False,3.25,0,2,0,0,4.741875
Bug Fix,Medium,Tech Lead,Java,Medium,13,3,2,26,5,15,False,0,True,3.5,1,1,1,0,5.4283625
Bug Fix,High,Junior,Other,Medium,3,3,0,6,3,11,False,2,True,3.58333333,2,0,0,1,1.52038792
Bug Fix,Medium,Mid,JavaScript,Medium,8,5,0,16,1,18,False,2,True,3.6,3,0,1,1,3.165536
Feature Dev,Medium,Mid,Python,Critical,13,5,2,26,7,10,True,0,False,3.45,2,2,0,1,4.32522234
Deployment,Low,Senior,C++,Medium,4,5,0,8,10,16,True,1,True,2.55,2,3,0,0,1.72978575
Documentation,High,Mid,Go,Medium,13,2,1,26,8,12,True,2,True,2.375,1,1,0,0,7.17406594
Code Review,Medium,Senior,Python,Critical,1,3,0,2,6,17,False,2,False,2.66666667,1,2,0,0,0.5
Bug Fix,Medium,Senior,C++,Low,5,2,2,10,2,13,False,2,False,3.25,0,2,0,0,2.578125
Refactoring,High,Junior,Java,Low,2,2,3,4,1,16,False,3,True,1.5,2,0,0,0,2.0712175
Design Review,Medium,Junior,Go,Medium,2,5,2,4,10,12,False,2,False,3.05,2,2,1,0,1.1947975
Bug Fix,Medium,Mid,Go,Low,12,4,1,24,4,10,True,2,True,3.9375,1,2,0,1,5.61375388
Client Meeting,Medium,Junior,Java,Low,11,4,0,22,8,10,False,2,False,2.375,2,2,0,0,4.965125
Code Review,High,Tech Lead,C++,Low,5,3,3,10,2,16,False,3,False,2.91666667,2,0,1,0,3.10519229
Deployment,Medium,Senior,JavaScript,Low,5,4,0,10,4,13,False,1,False,1.9375,3,1,0,0,2.31721875
Deployment,Medium,Junior,Java,Critical,11,3,0,22,4,16,False,0,True,3.25,0,3,0,0,3.856875
Bug Fix,Low,Tech Lead,C++,Critical,2,2,1,4,4,12,True,2,False,2.375,1,1,0,0,0.93706922
Feature Dev,Medium,Mid,C++,High,4,4,0,8,9,9,True,3,False,3.4375,1,2,1,0,1.61645498
Documentation,Low,Tech Lead,Java,Medium,7,3,1,14,6,18,False,0,False,3.58333333,2,0,0,1,2.33569375
Deployment,High,Junior,Go,Critical,5,2,0,10,8,17,True,3,True,1.5,2,0,0,0,2.61636375
Client Meeting,Medium,Mid,Go,Low,6,5,2,12,6,14,False,1,True,1.85,4,1,0,0,3.41341
Client Meeting,High,Tech Lead,C++,Medium,1,5,3,2,3,17,True,2,True,3.9,1,2,2,0,1.09063994
Client Meeting,Medium,Senior,Other,Critical,12,2,1,24,1,10,False,0,True,2.375,1,1,0,0,4.54147031
Bug Fix,Medium,Senior,C++,Critical,1,3,3,2,3,16,True,2,True,4.16666667,1,1,0,1,0.87320527
Code Review,Medium,Junior,Java,Critical,13,4,2,26,8,16,True,2,False,3.9375,1,2,0,1,4.36470152
Bug Fix,Medium,Mid,Python,Critical,10,3,2,20,5,17,False,1,False,2.08333333,2,1,0,0,3.72441667
Documentation,High,Tech Lead,C++,Critical,12,3,3,24,10,9,False,1,False,2.08333333,2,1,0,0,5.13800208
Deployment,High,Junior,Other,Medium,13,2,2,26,10,17,False,3,False,3.25,0,2,0,0,6.16875
Bug Fix,Medium,Junior,Java,Low,8,5,2,16,4,11,True,0,True,2.55,2,3,0,0,4.32446438
Refactoring,High,Junior,C++,High,6,5,1,12,9,18,False,3,False,3.9,1,2,2,0,2.4576723
Bug Fix,Low,Tech Lead,C++,High,10,4,0,20,9,10,False,2,False,3.0625,3,0,0,1,3.07639688
Design Review,Medium,Mid,Go,High,13,2,1,26,10,13,True,3,False,1.5,2,0,0,0,5.47273125
Deployment,High,Tech Lead,Other,Low,13,2,0,26,5,10,False,3,False,2.375,1,1,0,0,6.778475
Bug Fix,Medium,Mid,Go,Critical,6,4,1,12,5,18,False,0,False,4.5625,1,1,1,1,1.73860594
Feature Dev,High,Tech Lead,JavaScript,Critical,9,4,0,18,10,18,True,0,False,2.375,2,2,0,0,3.62566969
Code Review,Medium,Senior,Other,Medium,3,3,0,6,9,17,False,2,False,2.91666667,2,0,1,0,1.29575833
Client Meeting,Low,Junior,Java,High,2,4,1,4,6,18,True,0,False,2.375,2,2,0,0,0.80673469
Bug Fix,Medium,Tech Lead,Other,Medium,9,2,3,18,7,14,True,2,False,2.375,1,1,0,0,4.37882813
Documentation,Medium,Senior,JavaScript,Low,12,5,1,24,8,17,False,3,False,1.5,5,0,0,0,5.919375
Code Review,High,Tech Lead,Java,Medium,9,5,0,18,9,17,False,1,False,2.55,2,3,0,0,4.1234
Testing,Low,Tech Lead,Other,Low,11,5,3,22,5,16,True,2,False,3.45,2,2,0,1,4.69159412
Design Review,Medium,Junior,Go,Critical,5,2,0,10,2,13,False,1,False,1.5,2,0,0,0,1.829625
Refactoring,Medium,Mid,Go,Critical,13,4,0,26,8,17,True,2,False,1.5,4,0,0,0,4.9399875
Refactoring,Medium,Mid,Java,Low,4,5,1,8,8,16,False,0,False,3.45,2,2,0,1,1.69616563
Feature Dev,High,Junior,Go,Critical,5,2,0,10,9,11,True,1,False,1.5,2,0,0,0,2.19555
Design Review,Medium,Senior,Go,Critical,3,2,2,6,6,17,False,1,True,4.5,0,1,1,0,1.26973
Refactoring,Medium,Junior,JavaScript,Low,2,5,1,4,8,11,True,2,False,2.9,1,4,0,0,1.26847875
Refactoring,High,Tech Lead,Java,Critical,10,3,3,20,2,10,True,2,False,3.5,1,1,1,0,4.20417703
Bug Fix,Medium,Senior,Java,Medium,12,4,3,24,3,11,False,0,False,2.8125,1,3,0,0,5.03671875
Client Meeting,High,Tech Lead,C++,Low,6,2,2,12,8,13,False,0,False,4.5,0,1,1,0,2.8568925
Documentation,High,Senior,Other,Critical,8,5,1,16,9,11,True,3,False,3.4,1,3,1,0,3.32516315
Testing,High,Mid,Python,Low,1,2,2,2,7,16,True,1,False,3.25,0,2,0,0,0.93121875
Deployment,Low,Senior,C++,Critical,10,3,1,20,3,17,False,3,False,2.08333333,2,1,0,0,3.42815625
Documentation,High,Mid,Python,Low,2,3,0,4,6,15,False,2,False,4.33333333,1,0,2,0,1.02297067
Deployment,Medium,Mid,Other,Medium,2,4,3,4,6,16,True,0,False,3.0,2,1,1,0,1.20946875
Refactoring,High,Mid,Java,Critical,1,4,3,2,6,13,True,1,False,3.4375,1,2,1,0,0.81153603
Feature Dev,Medium,Junior,C++,High,3,2,2,6,1,15,True,1,False,3.25,0,2,0,0,1.4175
Client Meeting,Medium,Junior,Python,Low,5,4,0,10,6,9,True,1,False,2.375,2,2,0,0,2.38002188
Refactoring,Medium,Tech Lead,JavaScript,Medium,13,4,1,26,9,11,False,0,False,3.4375,1,2,1,0,4.81650469
Client Meeting,Low,Mid,Python,Low,5,4,2,10,10,11,False,3,False,2.375,2,2,0,0,2.5905
Bug Fix,Medium,Tech Lead,Python,High,11,3,1,22,9,18,False,3,False,1.5,3,0,0,0,4.474125
Design Review,Medium,Tech Lead,JavaScript,Medium,8,2,0,16,1,10,True,1,True,3.625,1,0,1,0,3.39676116
Testing,High,Junior,Java,Medium,2,5,2,4,2,9,True,2,False,3.05,2,2,1,0,1.37034083
Documentation,Medium,Senior,Java,Critical,6,3,2,12,6,12,False,2,False,2.08333333,2,1,0,0,2.45472917
Feature Dev,Medium,Senior,Java,Low,11,2,2,22,2,18,True,1,False,3.625,1,0,1,0,4.9407435
Feature Dev,High,Tech Lead,Go,Medium,1,3,1,2,8,16,True,1,True,3.5,1,1,1,0,0.73578986
Documentation,High,Tech Lead,Java,Low,12,4,2,24,9,15,True,3,False,3.5,2,1,0,1,6.21153225
Testing,High,Tech Lead,Java,Medium,11,2,3,22,7,17,False,1,False,1.5,2,0,0,0,5.75025
Client Meeting,High,Senior,Python,Critical,1,5,2,2,7,10,False,3,False,3.95,2,1,1,1,0.7481003
Feature Dev,Medium,Mid,C++,Critical,7,2,1,14,1,9,False,0,False,3.625,1,0,1,0,2.23465266
Testing,Medium,Tech Lead,Other,Critical,12,5,0,24,4,9,False,1,False,3.95,2,1,1,1,3.4581995
Design Review,Medium,Senior,Go,High,2,3,0,4,5,16,True,0,False,2.08333333,2,1,0,0,0.75285
Feature Dev,Medium,Mid,JavaScript,Low,11,2,3,22,3,9,True,0,True,3.625,1,0,1,0,5.49143054
Design Review,High,Mid,C++,Critical,2,2,3,4,8,16,False,2,True,1.5,2,0,0,0,1.50464875
Testing,High,Tech Lead,Java,Medium,12,3,2,24,8,10,False,2,False,3.5,1,1,1,0,5.401445
Testing,Medium,Junior,C++,Critical,13,3,1,26,5,18,False,0,True,2.91666667,2,0,1,0,4.6297908
Bug Fix,Low,Senior,Python,High,11,2,1,22,4,9,True,0,True,2.375,1,1,0,0,4.19223853
Code Review,Medium,Tech Lead,Other,High,10,3,0,20,4,16,False,1,False,2.66666667,1,2,0,0,3.567
Code Review,Medium,Mid,Python,Critical,2,5,0,4,2,15,False,3,False,4.3,1,2,1,1,0.761277
Documentation,High,Senior,JavaScript,Low,8,3,3,16,6,16,True,0,False,2.08333333,2,1,0,0,4.75027438
Code Review,High,Tech Lead,Java,Medium,12,4,0,24,1,9,False,1,False,2.375,2,2,0,0,5.514625
Deployment,High,Tech Lead,Other,High,3,2,3,6,4,15,False,1,False,3.625,1,0,1,0,1.54799269
Refactoring,High,Mid,JavaScript,Low,8,2,2,16,6,12,True,1,False,3.25,0,2,0,0,4.417875
Documentation,Medium,Senior,Other,Medium,6,5,1,12,4,18,True,0,False,4.45,2,0,2,1,2.09106056
Code Review,Low,Junior,C++,Low,9,3,1,18,4,10,True,0,True,2.08333333,2,1,0,0,4.28904919
Documentation,Medium,Mid,C++,High,6,2,1,12,10,14,True,0,True,3.25,0,2,0,0,2.48505469
Testing,Low,Junior,Java,Low,10,4,0,20,1,13,True,1,True,2.375,2,2,0,0,4.61270906
Design Review,Medium,Mid,Go,Low,10,3,2,20,3,14,True,0,False,3.5,1,1,1,0,4.45619212
Design Review,Medium,Tech Lead,Go,Critical,7,2,1,14,9,18,False,2,True,3.625,1,0,1,0,2.62476998
Documentation,High,Junior,Python,Critical,1,2,1,2,3,17,False,3,False,1.5,2,0,0,0,0.7928375
Refactoring,Low,Junior,C++,High,11,5,3,22,7,18,True,3,False,3.45,2,2,0,1,3.92184332
Documentation,Medium,Junior,Other,High,12,4,2,24,1,12,True,3,False,2.375,2,2,0,0,5.00731875
Client Meeting,Medium,Mid,Other,Medium,4,3,0,8,4,16,True,3,True,2.66666667,1,2,0,0,2.12135
Design Review,Medium,Senior,Java,Low,9,5,3,18,8,18,False,1,True,3.55,2,1,2,0,4.35439373
Design Review,Medium,Mid,C++,Critical,11,4,2,22,5,11,True,2,True,2.375,2,2,0,0,4.72037672
Deployment,High,Mid,Other,Low,11,2,3,22,3,14,True,3,True,4.5,0,1,1,0,6.26513724
Design Review,Medium,Tech Lead,Go,High,5,4,2,10,6,12,True,3,True,3.0,2,1,1,0,2.49053805
Testing,Low,Tech Lead,Java,Low,3,4,0,6,8,11,False,1,False,3.9375,1,2,0,1,1.11364344
Client Meeting,Low,Junior,Other,Critical,9,5,0,18,10,13,False,0,False,2.2,3,2,0,0,2.72646
Client Meeting,Medium,Junior,Go,High,13,2,2,26,3,16,False,2,True,4.5,0,1,1,0,4.78949625
Refactoring,High,Senior,C++,High,2,3,3,4,3,12,False,1,False,5.58333333,0,1,1,1,1.034586
Documentation,High,Tech Lead,JavaScript,Critical,9,3,3,18,4,15,True,3,False,5.58333333,0,1,1,1,3.41290215
Feature Dev,Medium,Senior,JavaScript,High,12,3,3,24,2,12,True,1,False,5.0,1,0,1,1,3.9535965
Design Review,High,Junior,C++,Medium,3,5,3,6,4,12,True,2,False,3.55,2,1,2,0,1.84833023
Code Review,Medium,Senior,Java,High,8,3,2,16,5,15,False,2,False,4.33333333,1,0,2,0,2.76501
Client Meeting,Low,Senior,C++,High,3,5,1,6,8,17,False,2,False,2.55,2,3,0,0,1.2516075
Feature Dev,Low,Tech Lead,C++,Critical,2,3,0,4,3,14,False,1,False,2.08333333,2,1,0,0,0.69409583
Testing,Low,Senior,Python,High,10,5,3,20,5,12,False,0,False,3.1,3,1,0,1,3.27229875
Deployment,Low,Junior,Other,Medium,1,5,2,2,1,18,True,0,True,2.75,4,0,0,1,0.69702806
Client Meeting,High,Senior,Java,Medium,5,4,0,10,5,17,True,0,False,3.0,2,1,1,0,2.2254225
Code Review,Low,Mid,Go,Low,6,3,2,12,1,10,True,3,False,1.5,3,0,0,0,3.267495
Testing,High,Mid,JavaScript,High,1,5,3,2,3,12,False,1,False,3.55,2,1,2,0,0.78823935
Documentation,Medium,Senior,Java,Critical,11,5,0,22,7,15,False,1,True,3.55,2,1,2,0,3.64853363
Deployment,Medium,Senior,Go,Low,2,5,2,4,8,16,False,1,True,3.05,2,2,1,0,1.3344969
Client Meeting,High,Tech Lead,Go,Low,13,4,1,26,1,14,True,1,True,5.625,0,1,2,1,5.98786015
Deployment,High,Mid,Python,High,2,4,2,4,3,17,True,0,False,3.5,2,1,0,1,1.01311088
Code Review,High,Senior,Other,High,6,2,0,12,6,9,False,1,False,4.5,0,1,1,0,2.1846825
Feature Dev,Low,Senior,Go,High,12,5,0,24,5,10,False,2,False,1.85,4,1,0,0,4.09851
Documentation,High,Junior,Go,High,2,5,0,4,7,11,True,2,False,3.4,1,3,1,0,0.95478264
Design Review,Medium,Tech Lead,Java,High,13,5,1,26,3,9,True,2,False,2.9,1,4,0,0,5.00873625
Testing,Low,Mid,Python,Critical,6,3,1,12,2,18,True,1,False,4.16666667,1,1,0,1,1.82201272
Feature Dev,Medium,Tech Lead,Java,Low,1,5,0,2,1,16,False,3,True,3.55,2,1,2,0,0.73447605
Testing,Medium,Senior,Java,Medium,8,2,2,16,3,12,False,2,False,3.625,1,0,1,0,3.29739375
Deployment,High,Junior,JavaScript,Low,9,2,2,18,5,13,False,1,False,3.625,1,0,1,0,4.45059038
Refactoring,Medium,Junior,C++,Medium,1,4,0,2,3,10,False,2,False,4.5,0,2,2,0,0.5
Client Meeting,High,Tech Lead,C++,Critical,2,3,3,4,7,12,False,1,False,2.91666667,2,0,1,0,1.15646431
Testing,Low,Junior,Python,Critical,12,3,1,24,1,18,False,1,False,4.16666667,1,1,0,1,3.29049521
Client Meeting,Low,Junior,JavaScript,Medium,8,2,2,16,7,13,False,3,False,2.375,1,1,0,0,3.41475
Deployment,Low,Tech Lead,C++,Medium,7,3,2,14,5,13,False,3,False,2.08333333,2,1,0,0,3.107
Refactoring,Low,Junior,Java,High,6,3,3,12,2,11,False,3,True,4.16666667,1,1,0,1,2.44036237
Testing,Low,Junior,Java,Medium,13,3,0,26,4,16,False,0,False,2.66666667,1,2,0,0,4.524
Refactoring,Medium,Senior,Other,Critical,5,5,2,10,7,13,True,2,False,2.7,3,1,1,0,2.08856156
Code Review,High,Senior,Other,Critical,2,2,1,4,10,13,True,2,False,5.75,0,0,2,0,0.90564652
Code Review,High,Senior,C++,High,11,2,1,22,9,12,False,3,False,3.25,0,2,0,0,4.6490625
Bug Fix,High,Mid,Python,Medium,5,4,3,10,8,18,True,0,False,3.4375,1,2,1,0,2.59956211
Documentation,Medium,Tech Lead,Python,Low,11,2,3,22,2,15,False,1,False,1.5,2,0,0,0,5.581125
Documentation,High,Junior,Java,Medium,10,4,3,20,2,12,False,2,True,4.5,0,2,2,0,4.7499375
Deployment,Medium,Junior,JavaScript,Medium,8,4,0,16,3,9,False,1,False,3.0,2,1,1,0,3.04095
Refactoring,Medium,Junior,C++,Critical,1,3,2,2,3,18,False,2,False,5.0,1,0,1,1,0.59823
Client Meeting,Medium,Senior,Go,Critical,12,3,1,24,7,12,True,2,True,4.33333333,1,0,2,0,4.19817571
Deployment,Medium,Tech Lead,C++,Critical,12,4,3,24,4,9,False,1,False,1.9375,3,1,0,0,4.56171094
Refactoring,Medium,Tech Lead,JavaScript,Medium,7,5,1,14,7,10,False,1,True,3.25,0,5,0,0,3.1453125
Documentation,Low,Mid,JavaScript,Critical,11,3,1,22,9,14,True,3,False,3.25,0,3,0,0,3.68992969
Client Meeting,Medium,Junior,Java,Medium,3,3,3,6,10,13,False,1,False,4.16666667,1,1,0,1,1.48239583
Client Meeting,Medium,Tech Lead,Go,Low,6,4,3,12,10,14,True,1,False,3.625,2,0,2,0,2.94258628
Documentation,Low,Senior,JavaScript,High,2,3,1,4,3,11,False,1,False,2.08333333,2,1,0,0,0.8693625
Feature Dev,Medium,Tech Lead,Go,Medium,6,3,2,12,3,14,False,3,False,6.41666667,0,0,2,1,2.2695
Testing,High,Junior,Python,High,13,3,1,26,6,11,True,3,False,3.5,1,1,1,0,5.45200504
Feature Dev,High,Tech Lead,Java,Low,10,4,3,20,4,18,True,2,False,4.5625,1,1,1,1,4.86388547
Code Review,Medium,Senior,C++,Low,7,3,2,14,1,16,False,0,False,4.75,0,2,0,1,2.79406875
Refactoring,High,Senior,JavaScript,High,4,2,3,8,7,10,False,0,False,2.375,1,1,0,0,2.02235625
Refactoring,Medium,Senior,Java,High,3,5,3,6,2,12,False,3,False,2.2,3,2,0,0,1.73745
Design Review,High,Tech Lead,Other,Low,5,2,1,10,4,10,True,0,False,2.375,1,1,0,0,2.77669219
Client Meeting,Medium,Tech Lead,Java,Medium,1,3,1,2,8,10,False,0,True,3.58333333,2,0,0,1,0.52924896
Feature Dev,Medium,Junior,Java,Low,7,2,0,14,6,9,False,0,False,2.375,1,1,0,0,3.02225
Testing,High,Tech Lead,JavaScript,Medium,13,5,2,26,9,16,False,2,False,3.05,2,2,1,0,5.955606
Feature Dev,Low,Senior,C++,Low,10,5,2,20,5,18,False,1,False,3.45,2,2,0,1,3.87695
Code Review,Medium,Senior,Go,High,2,2,1,4,3,12,False,1,False,3.625,1,0,1,0,0.84217219
Deployment,Medium,Junior,Java,High,4,4,2,8,9,14,True,1,False,2.5625,3,0,1,0,1.78173844
Client Meeting,High,Tech Lead,Other,Low,13,5,1,26,3,16,True,0,False,3.45,2,2,0,1,6.23849717
Client Meeting,Medium,Mid,Python,Low,6,5,2,12,1,16,False,1,False,4.3,1,2,1,1,2.507736
Feature Dev,High,Tech Lead,Other,Low,7,3,2,14,10,16,True,0,False,3.5,1,1,1,0,3.6478596
Testing,High,Senior,C++,Low,2,5,1,4,10,12,False,3,True,3.4,1,3,1,0,1.49541117
Bug Fix,High,Senior,JavaScript,High,12,3,2,24,10,14,True,0,False,4.16666667,1,1,0,1,4.65887362
Code Review,Low,Tech Lead,C++,Critical,9,3,0,18,10,16,False,3,False,2.66666667,1,2,0,0,2.9087
Deployment,High,Mid,Java,Critical,5,3,3,10,5,14,False,2,False,3.5,1,1,1,0,2.24985438
Design Review,Medium,Tech Lead,C++,Medium,8,5,0,16,1,11,False,3,False,4.45,2,0,2,1,2.7334125
Documentation,Low,Senior,Other,High,5,5,0,10,8,17,True,2,False,1.85,4,1,0,0,1.904175
Documentation,Medium,Senior,Go,High,10,4,2,20,5,18,False,3,False,2.8125,1,3,0,0,3.9718125
Feature Dev,Low,Junior,JavaScript,High,7,2,3,14,7,14,False,3,False,3.25,0,2,0,0,2.7590625
Feature Dev,Medium,Mid,Go,Medium,12,3,2,24,2,11,False,3,False,4.91666667,0,1,2,0,4.33575
Refactoring,Low,Senior,Go,Low,5,5,2,10,8,13,True,3,False,3.8,1,3,0,1,2.396394
Deployment,High,Tech Lead,JavaScript,Low,5,3,2,10,1,9,False,1,False,3.5,1,1,1,0,2.6648325
Bug Fix,Medium,Mid,JavaScript,Medium,4,2,2,8,6,16,False,3,False,2.375,1,1,0,0,2.15875
Documentation,Low,Senior,C++,Medium,5,5,1,10,2,11,False,3,False,3.1,3,1,0,1,2.0199375
Documentation,Medium,Senior,Java,Medium,13,2,3,26,1,18,True,0,False,2.375,1,1,0,0,5.82126563
Documentation,Medium,Junior,C++,Medium,7,4,0,14,5,16,False,0,False,3.9375,1,2,0,1,2.4023125
Bug Fix,Medium,Senior,JavaScript,Low,1,4,0,2,2,16,False,3,False,3.0625,3,0,0,1,0.69263906
Feature Dev,High,Junior,Go,Low,5,3,0,10,8,16,False,0,False,2.91666667,2,0,1,0,2.34162042
Documentation,Medium,Tech Lead,C++,High,1,5,2,2,7,17,False,1,False,2.35,4,0,1,0,0.686178
Design Review,Low,Junior,JavaScript,Medium,11,4,3,22,9,11,True,2,False,1.9375,3,1,0,0,4.85562656
Refactoring,Medium,Junior,Java,Critical,8,2,3,16,7,13,False,3,False,2.375,1,1,0,0,3.29454688
Design Review,High,Senior,Java,High,10,2,1,20,10,13,False,1,False,2.375,1,1,0,0,4.28315625
Testing,High,Mid,Java,Critical,12,4,3,24,2,14,True,2,False,3.9375,1,2,0,1,4.72459796
Client Meeting,High,Tech Lead,Java,Medium,10,2,1,20,2,13,True,3,False,3.625,1,0,1,0,4.72552172
Deployment,Low,Mid,Other,Low,10,3,0,20,2,17,False,3,False,3.25,0,3,0,0,4.021875
Deployment,Medium,Tech Lead,C++,Critical,13,5,2,26,4,12,False,1,False,3.6,3,0,1,1,4.028864
Bug Fix,High,Mid,JavaScript,High,4,4,0,8,5,15,True,1,True,3.9375,1,2,0,1,1.73020552
Documentation,Medium,Tech Lead,C++,High,9,2,3,18,7,16,False,2,False,3.625,1,0,1,0,3.40879219
Deployment,Medium,Tech Lead,Go,Critical,6,3,3,12,7,16,True,1,False,4.91666667,0,1,2,0,2.11397922
Refactoring,High,Tech Lead,C++,High,9,2,1,18,6,17,False,3,True,3.25,0,2,0,0,4.26009375
Refactoring,Low,Tech Lead,C++,High,5,5,0,10,4,9,False,2,False,2.55,2,3,0,0,1.7505
Client Meeting,Medium,Junior,Python,Medium,12,3,0,24,8,11,True,3,False,5.0,1,0,1,1,4.18761
Feature Dev,Low,Tech Lead,Other,Critical,9,2,1,18,6,16,True,0,False,2.375,1,1,0,0,2.96884547
Deployment,Medium,Tech Lead,Python,Low,6,3,1,12,1,15,True,1,False,3.5,1,1,1,0,2.74625794
Testing,Low,Senior,JavaScript,High,6,4,0,12,1,16,True,2,True,1.9375,3,1,0,0,2.46088631
Code Review,Medium,Mid,Java,Low,5,2,1,10,1,17,False,2,True,3.625,1,0,1,0,2.53409166
Testing,High,Junior,JavaScript,Medium,12,5,0,24,10,12,False,0,False,3.45,2,2,0,1,4.86381
Documentation,High,Mid,JavaScript,Critical,13,3,2,26,9,15,True,1,False,4.16666667,1,1,0,1,4.82341956
Feature Dev,Medium,Mid,JavaScript,Medium,13,4,2,26,4,17,False,3,False,3.25,0,4,0,0,5.4375
Testing,High,Tech Lead,JavaScript,Low,3,2,3,6,8,10,True,3,False,4.5,0,1,1,0,2.08805231
Code Review,High,Tech Lead,JavaScript,Critical,5,4,2,10,3,9,True,1,True,3.0,2,1,1,0,2.44264309
Documentation,Low,Junior,Python,High,3,2,0,6,5,15,True,0,False,3.25,0,2,0,0,0.9568125
Documentation,High,Senior,Other,Critical,7,2,2,14,6,10,True,3,True,3.625,1,0,1,0,3.34220711
Documentation,Medium,Mid,C++,Medium,7,4,1,14,5,11,True,1,False,2.375,2,2,0,0,3.14245312
Feature Dev,Medium,Mid,C++,Medium,4,3,3,8,8,16,False,1,False,3.5,1,1,1,0,1.9290875
Code Review,Medium,Junior,Python,Low,9,5,3,18,3,12,True,1,True,2.7,3,1,1,0,4.93539383
Deployment,Medium,Tech Lead,Go,Critical,3,3,1,6,2,11,False,1,False,2.08333333,2,1,0,0,1.22736458
Refactoring,Medium,Mid,Go,High,8,3,0,16,3,10,False,0,False,5.0,1,0,1,1,2.25216
Testing,Medium,Mid,Go,Critical,9,2,1,18,7,12,True,2,True,1.5,2,0,0,0,3.97486031
Testing,High,Mid,Python,Low,1,2,3,2,6,18,True,3,False,2.375,1,1,0,0,1.37134594
Documentation,High,Mid,C++,Critical,12,3,0,24,6,15,False,1,False,3.5,1,1,1,0,4.28616325
Design Review,Low,Tech Lead,Other,Medium,2,2,3,4,8,13,False,2,False,2.375,1,1,0,0,1.3443125
Design Review,High,Mid,Other,High,5,3,1,10,9,14,False,1,False,2.91666667,2,0,1,0,2.12411812
Bug Fix,High,Mid,Java,Low,4,2,3,8,3,16,True,0,True,4.5,0,1,1,0,2.46939144
Bug Fix,Medium,Senior,Python,Medium,1,4,0,2,10,16,False,1,False,3.5,2,1,0,1,0.5
Feature Dev,Medium,Senior,Other,Low,2,4,1,4,7,11,True,0,False,3.0,2,1,1,0,1.01111588
Code Review,High,Senior,JavaScript,Low,3,5,1,6,9,12,True,0,False,3.95,2,1,1,1,1.46726465
Client Meeting,Low,Senior,JavaScript,Medium,9,2,0,18,5,18,True,1,True,3.25,0,2,0,0,3.61659375
Refactoring,Low,Mid,JavaScript,Medium,11,3,0,22,3,17,False,0,False,2.08333333,2,1,0,0,3.9435
Feature Dev,High,Junior,C++,Medium,6,4,3,12,8,16,False,3,True,2.8125,1,3,0,0,3.70414688
Documentation,Low,Mid,C++,Low,4,4,1,8,8,14,False,0,False,2.8125,1,3,0,0,1.67794688
Deployment,High,Senior,Python,Low,5,5,3,10,4,15,False,3,False,3.45,2,2,0,1,2.95617438
Feature Dev,Medium,Junior,Other,Low,12,4,3,24,8,12,False,1,False,2.375,2,2,0,0,5.77465625
Client Meeting,High,Tech Lead,Other,Critical,1,3,0,2,9,15,False,1,False,2.08333333,2,1,0,0,0.5
Bug Fix,Low,Junior,Go,Critical,6,4,0,12,3,11,False,2,False,1.9375,3,1,0,0,2.01226875
Bug Fix,Medium,Junior,Go,High,9,5,3,18,3,10,True,1,False,3.1,3,1,0,1,3.52075106
Code Review,Medium,Mid,Other,Medium,10,5,0,20,4,12,False,1,True,3.55,2,1,2,0,3.9108465
Bug Fix,Medium,Junior,JavaScript,High,4,5,0,8,2,11,False,3,False,3.8,1,3,0,1,1.478295
Client Meeting,Low,Tech Lead,Go,High,12,5,0,24,5,9,False,2,False,1.85,4,1,0,0,4.09851
Code Review,Medium,Senior,C++,Medium,10,4,1,20,3,17,True,3,False,3.5,2,1,0,1,4.10595938
Testing,High,Tech Lead,JavaScript,Low,8,5,1,16,3,17,True,0,False,3.05,2,2,1,0,4.06566612
Feature Dev,Medium,Mid,C++,Medium,9,3,0,18,9,15,False,1,False,4.91666667,0,1,2,0,2.97079167
Design Review,High,Junior,Python,Low,12,4,1,24,3,17,False,2,False,4.0625,1,1,2,0,5.44365456
Testing,High,Tech Lead,Go,Critical,2,2,3,4,8,13,True,3,False,3.25,0,2,0,0,1.39732031
Testing,Medium,Senior,JavaScript,Low,10,4,1,20,1,16,True,3,False,3.0625,3,0,0,1,4.62336574
Testing,High,Senior,JavaScript,Medium,6,2,3,12,10,11,False,0,True,3.625,1,0,1,0,3.14678306
